GeneID	Length	EpCAM-P-4
78757	9314	1023
18414	4835	983
16880	10333	1209
268780	4778	267
14573	3509	580
545085	2151	94
665556	741	0
170762	6404	277
73692	10469	215
71175	8965	1019
20512	4206	813
223332	3961	3
68646	3732	476
27401	6197	22
320506	3046	153
100505224	608	0
105887	2250	0
223337	2196	0
75568	946	55
16197	3210	4
320277	2995	6
19116	13415	1
268782	1825	0
78244	2053	291
67832	2654	258
19355	1500	77
100862295	541	0
75777	1931	1
75646	5009	3747
100038608	3468	8
75259	4350	532
100502601	870	0
81799	2569	23
17117	2575	136
22293	2983	0
239336	4252	0
239337	6234	19
110960	2636	435
18162	6927	87
381002	757	3
73339	840	0
20024	3321	1177
22763	4596	1150
100316684	83	4
100040052	321	112
268783	4518	475
66629	2608	2382
68070	13413	395
100862396	1265	11
669751	207	0
77877	5474	375
14000	4571	590
12563	2632	3
12565	2903	6
70886	2309	0
320873	3405	0
64833	1537	63
215654	5639	0
545091	1165	2
320865	2744	0
100040529	2057	0
223413	1941	0
100862086	485	0
70350	1855	4
432939	2882	0
17909	8098	521
66270	3346	867
52521	2803	466
211147	1547	0
448987	4616	26
622531	2490	1
100038662	1406	0
11732	3498	170
223431	1897	0
791293	3127	2
432940	1491	300
223433	3068	102
223435	11497	676
328516	3433	0
110082	15616	49
100628607	74	0
18163	5947	241
73784	804	0
223453	1481	1732
67434	8600	81
252967	910	20
223455	6236	1823
69574	1041	37
12465	1769	1563
68073	1166	102
57254	1006	0
100616095	1483	335
66835	88	4
20356	10809	206
15529	3313	507
54381	2013	672
73486	731	1
75880	1006	1
239364	4009	47
67154	3680	1101
100503407	1497	13
114128	1897	998
17181	3520	18
77358	572	0
19946	629	904
239368	2376	1
15473	994	386
67724	3393	57
223473	3825	359
71637	1096	4
16539	4360	0
56274	2911	262
107587	1710	1
100126269	731	0
666173	13371	1012
100316736	88	0
100124469	78	0
12864	503	1319
626596	4008	19
78803	4035	1
17749	619	8
26942	3219	44
30945	4276	789
68839	2480	1054
66696	2695	1
18458	2820	2557
22631	3926	1209
100505062	1257	9
100038735	2047	0
100862212	488	0
68036	4417	1087
100503499	1130	217
252973	4947	712
52589	4051	224
100503538	1826	0
74892	587	1
382985	4513	418
100041478	522	15
70790	9790	1893
100503601	687	0
18285	1105	0
21847	3045	336
54375	5028	5234
69679	621	0
66335	2098	608
118452	2315	1
14368	4140	490
68588	1164	200
69906	2945	123
223499	1542	269
116838	7940	19
75766	1993	1
64705	2884	0
100503072	2594	0
239393	4064	122
105976	1868	0
328531	2053	0
432945	1459	0
22762	4974	24
170719	5074	1285
100503540	2387	0
223513	1762	18
11600	4078	261
100503767	2214	3
239405	3340	11
16341	1541	1244
100038728	668	0
66736	1245	313
239408	1472	2
22045	3976	0
67429	3447	207
223527	2429	629
192190	12750	9
55960	1564	285
319613	3602	11
69659	862	0
239410	3350	1
432950	342	5
67498	4496	0
71120	855	0
74726	1298	0
75281	1185	0
239420	13022	0
83925	10204	91
100316685	90	0
100502643	1874	0
68135	1228	1832
78581	2917	64
19357	3605	1617
239435	1348	12
239436	1906	0
100039748	726	9
69790	871	248
14042	3464	619
100503094	3793	0
320679	934	19
100628567	75	0
665097	1222	0
18383	2818	19
383032	405	0
239447	4587	0
105853	2775	3733
18133	2366	77
18606	3398	122
100862169	768	0
319944	5033	596
72107	1309	9
100503794	935	12
97998	3437	377
12818	6448	193
73334	817	0
68537	786	334
105837	4451	76
20649	2153	390
15117	4244	0
594843	485	1
210463	2368	0
387609	4374	401
319829	4025	0
67819	3145	473
100504341	1571	0
210544	4206	55
239463	2089	12
75758	1309	114
22770	5212	630
70472	5683	178
76773	1324	186
67731	6936	241
268807	2212	14
69787	1162	1
210998	5621	1734
631797	5672	1
74868	3644	391
546638	540	0
68260	4133	60
75841	4348	466
69694	1366	63
100502741	896	6
66218	651	826
211401	5140	1970
100416830	1098	1
20775	2748	1455
223593	4018	598
68501	3283	181
211770	4026	900
100503021	1861	0
71088	1753	0
399603	5563	2478
320469	5130	496
117586	1823	0
432956	2513	0
17869	2399	240
19296	3074	4
67552	1911	0
432958	632	0
73994	1125	0
83492	2382	0
78462	813	0
331063	2312	0
74236	1133	0
270328	2142	0
665769	1025	0
74548	2084	0
74460	1930	0
223601	3800	461
100861767	521	0
13196	4582	114
71603	2805	0
11514	5039	8
76740	5210	762
18256	1799	0
654498	2262	0
110862	2878	0
54562	2084	11
213068	2931	75
239510	6670	1428
21819	8437	151
20491	2886	7
22402	5022	22
17988	2890	136
100040667	3197	0
20442	5784	2487
69334	1039	0
380993	4468	70
387226	96	0
387228	82	1
13992	1894	228
100504454	570	0
100503580	4789	0
70363	4623	0
69700	6128	0
100503602	481	0
223604	1209	0
76510	7476	549
353342	4721	804
100041120	207	195
93696	851	352
239528	8031	289
100861801	692	0
14083	4991	1025
387169	68	0
100040929	870	19
105841	5299	720
106068	4775	293
100503661	1549	0
239530	2141	0
19245	4619	348
268816	2242	1
100041273	454	0
100503729	708	0
107831	6227	0
69439	3549	0
11838	3057	194
16469	5529	66
66769	1214	2
72373	856	5
223626	1488	303
57277	525	2
68311	492	27
69462	464	2
23936	3952	519
17068	691	34
78725	1594	1
76486	773	32
625599	895	0
15202	803	0
110115	2398	0
13072	1625	0
67038	1887	0
17069	2301	13016
57248	878	68
110454	828	373
17067	1647	1039
100041546	801	343
546643	772	2
546644	405	0
223631	1470	0
17071	877	0
100041107	495	0
105892	857	3
23934	1368	0
68453	797	60
22701	3737	66
100503873	2847	0
72665	1766	9
72960	1895	109
14787	2286	10
378435	1080	14
223642	3338	35
100861886	367	0
69146	1776	397
223645	2169	13
223646	1890	439
66656	2847	1137
105734	4801	41
66194	1353	176
22122	1312	354
78834	2486	126
69020	1816	130
223648	2414	53
332110	1930	59
105732	4628	306
432964	1123	31
105782	5547	899
67959	1960	1477
223649	2496	3015
223650	11474	82
271278	2640	7
100503893	240	0
18810	17515	1279
100316774	63	0
671535	3395	464
66168	1693	1684
100038659	971	1
74281	1605	1
100526548	90	2
100503915	1823	49
75475	3970	1651
109075	1789	211
14731	2036	686
66445	1194	1141
106025	1733	472
68877	1749	1110
59053	1967	120
73542	1514	0
223658	6983	1311
12181	2476	309
20289	1136	244
15499	2018	503
13350	1755	324
170729	4010	0
666504	858	1
30840	1719	659
52710	2700	189
268822	2035	135
94230	4516	846
72027	2226	1580
66914	885	1311
72749	4207	150
54151	2425	1241
16581	3143	318
100861904	462	0
14106	1208	0
73062	2623	2157
76282	1750	2369
69572	2169	48
79456	3922	35
223664	2277	214
378937	1904	21
223665	1821	223
223666	4587	148
71591	3514	279
223669	2755	386
66398	998	146
26961	862	7365
239546	2298	36
117171	1092	227
17189	1252	0
71939	3359	6
93686	7358	808
100042318	135	0
75761	2392	1
223672	1573	1
278679	2227	0
245282	3033	0
626615	1132	0
108956	2044	0
76409	553	0
328561	1986	9
666661	8431	0
328563	2057	1
666348	2227	0
71898	1595	2
239552	1838	10
17886	7371	3636
56551	1282	848
239554	4891	40
55944	1910	417
100504021	4343	7
12300	2887	0
100861922	355	2
67042	1014	89
19293	904	1
17972	1454	1
12984	4619	6
12983	4765	41
100504034	407	0
73376	1241	1
22117	1096	902
246221	1522	685
72844	1574	40
71753	3192	1
16185	2697	9
72709	2428	114
20607	3928	6
19354	3036	14
72318	2791	11
207393	4865	0
17305	1834	24
105844	4728	237
104445	2542	579
107753	592	4
106039	3034	1161
100504071	605	0
100038696	1506	15
20401	1900	292
57028	2001	22
16852	800	290
97961	1993	92
110253	7736	573
100038602	712	1
654469	1377	2
14958	2293	3970
26912	2977	282
14429	1245	13
223690	1878	543
223691	1893	1201
27008	6693	698
27660	1253	14
69833	520	367
20665	2713	0
100041655	680	2
100038573	3753	0
18693	2185	384
57274	1791	11
207495	2072	9
53357	3725	249
17133	1800	967
223693	3455	930
100316695	73	2
27373	2760	687
100503109	3778	6
16520	2152	0
105785	1414	96
67040	7071	8271
13404	2192	46
75729	5187	58
73739	1119	203
223696	1024	628
74158	3394	399
14904	3398	471
223697	3809	1329
100504191	5404	36
54152	1476	514
504193	4873	0
73340	4949	5
494448	5449	2267
100038357	2556	0
109361	3607	56
80287	2459	622
52609	2893	1130
18591	2944	399
27367	1361	1332
100302601	77	26
100302600	48	4
20972	4465	753
66513	2932	338
17309	4665	26
239555	5086	257
11911	1725	3698
100861991	585	0
66538	830	190
239556	9794	0
383075	2110	0
17444	2919	2
213956	2993	2
106059	4502	1
213988	17528	634
100628612	82	0
11564	2109	326
105835	2997	635
223701	4613	345
67638	1094	1
207911	2189	2
78102	928	1
20524	1667	709
70356	1622	770
321003	3236	80
57755	1186	7
56438	1655	706
383080	624	2
328572	8749	1245
214669	3430	226
214685	2547	33
19387	3002	469
20286	5958	1181
100504312	1116	0
21685	4458	879
57259	3994	1131
68479	1648	375
11429	2768	2361
78929	2514	199
105859	2490	18
29858	1239	463
66346	1024	0
28075	2911	593
14375	2113	381
20826	1257	281
328573	4673	0
74369	3991	0
76457	2046	155
20788	4570	4412
723897	69	0
435145	1804	2
72049	1906	1
66570	1342	12
76505	1904	0
24050	4731	1
74716	1318	0
17939	1913	1230
338368	2745	31
69029	585	859
67130	560	283
100862061	465	3
56448	2772	316
545123	1590	1
13101	1647	0
13105	1651	0
545124	1266	4
380997	1624	0
223706	1622	0
68444	1646	0
627860	671	0
71754	1102	0
76279	1645	2
21411	7354	578
21378	7979	0
100504637	1116	22
100526477	79	0
106026	2200	0
74039	2759	5
68607	1367	290
74778	1950	224
73826	3249	834
104307	150	1
109754	2031	3679
100504676	694	22
239559	2175	53
66251	2618	352
69291	6003	44
23970	3880	1776
319953	2074	142
12124	943	287
223722	1893	236
12257	856	2685
223723	3770	203
64706	7824	75
223726	3255	0
77627	5111	20
29859	2383	0
75772	1694	0
116939	4649	6
68653	1673	618
170736	3705	39
64099	2812	4
72301	5917	44
223732	4426	22
109270	1835	118
328576	1237	2
73167	1549	225
271305	3727	15
18141	4749	436
223739	5032	380
100526461	98	1
22270	1106	3
73225	3739	85
140557	4040	0
100502582	462	0
67747	1652	2
100502602	1165	0
14114	3359	687
100861793	506	22
54138	2425	2743
328577	1161	0
223745	411	1
22422	4415	106
105975	2976	10
723966	95	4
387245	85	4
19013	7528	194
72355	1057	410
18766	7058	102
239570	3751	1282
29870	2780	16
72026	1520	154
12614	11050	1479
223752	4447	728
223753	4546	247
223754	3229	370
106014	3041	28
328579	2778	0
70073	1241	0
223770	5137	1186
223773	5374	52
223774	2156	202
76737	1364	552
223775	2419	1517
100502684	1457	2
239591	2976	34
170790	2329	5450
667558	653	2
83456	4052	2
406218	3412	10
69120	654	35
67976	2386	1097
223776	2360	172
328580	6957	297
170787	2705	408
29857	1890	319
19094	2444	37
140570	6556	5192
69440	4611	272
71474	4341	401
77980	6268	967
223780	1046	2
56727	1047	0
105847	2906	564
52683	3315	1011
100126824	1145	0
72962	2034	23
70113	1040	46
546648	1818	0
75459	553	0
100134861	4527	0
12895	2894	7
12651	1922	5
60597	3539	0
11883	3491	472
100532730	1906	13
58234	7131	93
11434	1504	0
68708	1646	127
100502796	930	3
54526	1845	2
380959	3727	423
100038621	977	0
66871	3715	148
20738	809	0
16564	6454	274
635871	1723	0
26874	5540	85
545126	2041	0
239606	6541	32
66725	8230	5296
239611	9018	2
223809	2977	0
12805	6184	7
239618	4284	4
67740	1754	0
223827	6534	348
67057	2318	212
67197	826	301
223828	4023	372
106042	4085	105
100502901	770	0
77248	1131	0
328594	1071	0
223838	8772	5
78895	2848	21
266632	2825	138
19230	2973	785
320709	2781	23
100043315	1006	0
54003	3367	0
223843	2271	0
791370	2618	54
105722	5711	3327
100502979	737	2
402773	6216	7
100043335	1610	0
70040	3631	0
319722	6712	12
77044	9029	904
72193	7724	1467
105727	8391	25
67760	4628	5172
69354	3932	557
105827	3214	66
239647	2202	90
71919	2260	179
19011	2718	31
223864	3834	230
100503050	988	15
67739	2526	1765
56233	4960	2086
22337	4354	313
380967	1635	374
12824	5133	0
223870	6400	349
18642	3051	362
78541	2278	174
239650	2329	6
545140	2083	0
634104	1776	0
629524	1451	0
70069	1326	0
239652	3673	52
257943	960	0
258278	918	0
259038	930	0
73302	824	0
258449	928	0
258277	936	0
16770	733	0
258502	933	0
69612	2110	187
100217417	118	11
100503377	1587	71
100217416	112	0
12455	2175	159
100048895	3428	17
73863	566	7
11512	6033	1349
12297	3120	162
74351	2814	869
223881	2203	49
105833	1880	19
66120	736	167
11842	3481	1977
22410	2227	12
22408	2371	0
13199	3740	4
100049164	2467	18
19082	1639	456
381022	19827	1439
69159	1213	19
13363	2367	1
74775	2167	251
100861967	1494	2
100503512	1197	0
22143	1564	39
22142	1591	41
75951	907	3
22146	1977	117
100503555	1138	0
19132	1865	1
78733	2266	9
239659	717	0
72778	1464	3
72572	2058	116
16512	3583	9
51812	1916	242
73600	388	1
545136	3187	0
54614	3159	909
22379	4410	138
110213	2803	15707
380969	4854	85
75284	1271	60
72393	4520	137
11827	1416	7
11830	1551	6432
11831	2060	3
26934	3065	43
11419	3764	75
83797	3153	298
14555	2786	1180
66379	723	522
71949	2010	941
65970	4429	1005
100042918	393	17
72277	621	0
207214	6738	775
70281	1121	7
239667	9063	466
11908	2329	526
75002	1349	0
100503618	338	3
70152	1883	8781
668178	1446	8
393082	1779	10
554292	1449	1
380975	506	0
18174	5637	1056
432982	2320	5
68614	2579	283
207785	4126	304
21422	3192	205
19009	4575	644
78445	878	17
23994	1822	3607
207818	1145	371
109901	1106	59
207839	5769	6
619313	961	0
59033	11793	20
20273	11324	0
668225	4206	55
208258	1448	0
11482	3625	506
11479	3277	501
380977	1776	19
105968	583	0
56149	2014	549
15370	2477	8318
68118	1230	250
77717	1967	63
74127	1774	263
100316694	83	0
110310	1586	1409
406219	1826	28
66322	903	2
64818	1857	0
16679	1960	0
100126226	1757	0
574415	282	0
16680	2570	0
114566	2100	0
239673	2534	0
109052	3268	0
432985	402	0
432986	717	0
406223	1659	0
432987	2961	0
16688	2237	0
16687	2258	0
110308	2190	3
56735	2174	0
406222	1589	0
105866	1563	0
223915	2154	0
16681	2613	0
16678	2447	1
406220	1719	0
77055	2312	0
16682	2133	3
223917	2097	12
332131	3434	2
16691	1805	2707
16668	1400	2167
100862030	494	0
75705	3854	3164
209039	4707	1384
223918	2437	592
16012	1289	1112
223920	2126	1
246277	2265	575
68744	3740	1285
16421	2674	7
19411	3210	865
106073	1742	293
105988	6630	31
56612	679	1601
60315	1480	295
223921	1816	127
170574	2284	0
20683	7818	1467
110542	1947	116
66151	1229	882
18521	2880	2247
26404	5528	187
21357	1790	125
54615	1002	34
223922	2855	138
100043600	1126	1
67942	647	25
751542	75	1
67488	2824	1175
15422	2433	0
15421	843	0
100503872	2222	0
109663	915	0
209448	1914	0
723958	85	0
15427	1719	0
15426	2369	0
15425	1592	0
15424	2730	1
751557	92	0
15423	1983	0
432989	1324	0
71726	3611	119
12419	8986	1714
15382	1918	362
18022	1669	34
56447	1665	706
724064	97	0
100862049	791	0
80910	1551	1
29813	2291	76
16402	4367	313
74174	723	0
223927	723	0
105855	4717	18
100503932	3335	0
18574	2954	311
58200	1295	123
14663	625	0
20771	776	0
20770	639	0
258859	942	0
54483	3281	1
74120	3242	364
18312	939	0
385674	5942	62
71063	5630	154
74763	2425	641
73261	1097	77
76779	1595	254
268857	4080	7
52864	5706	214
13419	1305	59
68015	2297	1480
12914	7507	431
76397	936	0
436332	1977	1
11515	4457	220
106393	4978	66
83383	2113	85
83396	3619	246
66449	552	26
78885	3488	222
246154	3189	631
83945	2648	560
67824	1162	66
15369	1366	554
66626	3898	964
78809	4179	29
100169865	1896	44
207740	1386	572
17237	3293	1625
100503704	1531	30
66911	1269	298
72615	2483	527
74684	2832	16
71089	2576	0
432995	478	236
66049	1392	833
74022	3352	1790
170644	6455	968
19041	6277	1985
665119	2337	1
27426	2249	129
239691	1372	1305
208211	1759	344
70511	2140	263
268859	5481	0
68238	675	0
74720	1406	0
239706	1313	68
268860	4636	29
100861674	598	0
66690	2878	135
54128	1802	409
52502	2849	536
436336	524	0
252870	5427	1494
69053	4074	727
14811	4512	0
68172	805	0
75329	2639	0
13731	3440	7514
70426	1277	4
26425	2131	294
383103	3303	43
12265	5693	594
58239	1389	259
74374	6244	460
100503866	2048	1
12703	1220	87
21959	550	0
19120	407	0
19119	612	0
19118	400	0
100503881	456	3
223970	3739	7
56722	2237	753
100503907	2184	3
100043147	1984	11
20621	2904	94
106200	2977	527
106205	3823	1259
66409	1839	540
69918	2156	20
14852	6826	957
100316833	78	0
21935	812	0
74478	2672	180
223978	2663	506
791359	540	1
72555	4844	3
622509	1419	0
75493	746	0
50505	6703	278
239719	8997	354
100124432	79	0
723899	87	0
70100	2917	0
74108	2902	361
67118	3003	453
66598	1611	43
26565	1022	1
76684	331	0
432999	2645	33
106298	3598	425
18203	1148	303
94184	4140	1511
93734	3036	238
74482	1823	0
67254	2355	0
223989	7765	1001
723916	67	0
67203	2287	368
17880	6632	233
66086	1422	300
17250	5935	162
545280	1622	1
20583	2014	20
66793	1128	14
442816	3364	0
632352	871	0
70620	5892	157
17217	3589	250
19090	12674	326
72083	1010	124
12609	2260	1926
224008	3261	275
67451	2891	666
433003	348	7
70120	1587	111
74006	4058	671
224014	4024	142
18316	930	0
74066	1583	0
50525	2466	25
665562	378	10
16136	870	0
22362	768	1
21976	2959	482
68606	4933	297
26413	5700	1853
106369	2659	54
66053	2471	764
70458	1266	0
723816	82	0
791069	97	0
64136	1108	131
76872	3934	6
69101	1320	13
22195	2609	881
239731	5848	0
58180	6339	45
224019	1408	11
224020	6431	1329
15160	2188	172
67474	3432	411
12929	3863	435
72168	2657	149
66863	3108	1599
69009	1164	189
74685	2231	35
18440	2346	111
224022	3231	668
77626	4664	414
72315	1278	14
94112	3383	664
665892	523	28
224023	2618	541
224024	3302	2892
433004	1119	0
80733	1105	71
13356	4080	1568
22114	1451	12
22115	1388	0
27886	2821	237
195333	725	0
13358	1678	1692
22363	429	0
53960	1371	0
13353	1262	315
19125	2283	324
65079	1874	1
66779	1536	0
27801	4868	648
19385	852	342
15547	3684	414
94223	4226	305
100316814	79	0
27883	1514	121
387180	65	0
11877	4624	266
12846	2400	1354
26462	1905	383
13972	3650	52
21380	1777	210
619305	1963	0
14724	2085	3
18951	2127	32
12741	1416	279
12544	2143	31
22230	1996	582
72307	1232	307
18100	1055	232
15260	4534	444
100505355	336	2
100504250	423	0
110785	320	2
404737	38	0
110787	317	1
404740	38	0
16142	351	0
110786	317	3
404739	38	0
404743	369	0
110612	349	0
258443	948	0
258458	942	0
259071	939	0
258937	939	0
258354	939	0
258158	942	0
258959	942	2
258960	945	12
239739	3343	47009
108105	4872	140
68162	1126	0
239743	2405	7
75785	6683	1478
208146	7344	470
208158	3274	0
381038	1323	348
224044	2735	2
27416	6197	771
224045	2556	714
100504291	955	11
13544	2953	385
11773	2057	372
100042948	3445	27
27406	3288	650
328643	4721	4
100316739	85	0
208624	1425	111
107522	4113	37
73047	1282	17
21762	3053	1573
208643	5417	3671
100217430	58	1
78408	2271	137
12724	3645	79
245841	787	60
21832	2512	11
12667	3275	28
625060	995	0
625123	1169	0
66561	1286	0
13845	4145	723
328646	2450	5
209018	5032	210
100504359	639	0
72190	5164	823
74147	3010	218
100043489	3960	213
71751	6709	261
66664	1359	145
239759	3802	542
75826	4566	925
239760	432	23
319765	3899	182
20462	2135	734
100043507	207	42
100862159	453	0
104156	3822	8350
110197	5506	492
671242	273	4
12970	708	0
70573	2702	238
67838	3236	1034
11625	1474	11
59083	1784	42
94175	1737	0
385643	2522	20
16644	2900	0
13682	3174	8233
100216532	68	107
100217420	164	188
106344	1216	69
11450	1232	1
100043541	5837	0
320099	2643	8
20440	4836	542
100504504	1643	0
239766	3120	0
17174	2752	3
67775	1573	58
20604	599	0
224055	2428	0
100862208	921	0
12053	3285	463
68841	854	102
210126	15996	1349
624582	5159	154
723830	86	0
319487	2793	1
71338	1084	4
22061	6056	9
100043571	2152	80
210530	2248	98
12737	3242	12
114141	1173	0
100043057	1538	0
16180	8486	125
100504628	1588	2
239789	4084	11
239790	1268	0
224065	835	0
67501	6981	972
100038623	815	0
14167	3287	1
100504645	1776	0
751543	109	0
239796	3080	118
27281	2915	0
268878	4535	0
224079	4480	258
74143	6002	881
328657	982	0
100043102	2428	37
71528	1209	6
15205	1451	768
75531	545	0
71756	4583	2
74488	5308	0
14729	2189	9
224088	7310	3561
224090	4241	175
224092	2302	262
224093	3075	123
268880	3111	306
78618	6493	610
66849	4074	807
100862313	499	0
11815	1862	21
114672	2628	0
71911	3333	7
224098	827	0
13383	5565	1269
30060	4133	0
239827	2184	17
106264	1471	219
68092	2037	694
320213	6334	350
224105	4099	1001
72084	990	90
66994	1701	175
224109	3559	44
328660	983	0
268882	4046	241
68980	1420	80
100316697	134	0
69576	1267	0
70238	4468	279
224111	10318	768
277203	1257	0
100504089	534	139
100502673	1564	8
66061	631	83
13026	5194	1723
106407	1544	2
245308	1310	0
22042	4914	6153
51789	4454	1014
675921	1392	9
140474	11281	951
224116	4283	194
381043	520	54
100502698	5343	713
69823	4397	962
70144	5918	304
69707	4027	21
57808	598	427
239833	4111	46
100316698	85	0
106326	4521	303
69150	2442	1499
100502742	747	8
22661	9431	705
171286	3245	3
77446	4780	381
17063	2969	0
16419	3282	558
22247	3219	160
545156	16920	602
100043670	708	10
76378	844	0
239839	4107	67
107589	7809	3239
76649	586	0
278725	3755	1
100862381	1851	6
70757	3603	259
224129	5060	34
317717	3992	443
72599	1809	86
69768	477	0
20357	4556	1
546663	240	788
224132	4554	323
66667	4606	56
547253	7251	505
100043217	699	3
209200	5181	234
80285	3564	340
16646	4022	442
69544	1785	68
70186	635	391
381045	1225	73
209294	2731	0
268885	414	0
433016	414	0
100503125	465	1
408196	294	0
76770	528	12
20861	418	0
209324	297	0
100038854	387	0
100034684	441	0
20862	423	0
20863	412	0
12374	4534	1
12524	2539	7
106347	2878	382
57738	4194	1694
106389	2170	15
320299	2271	214
68306	2416	21
224139	11025	1704
15163	2018	91
207215	2518	3
77782	8552	11
207227	12064	2
74197	3058	130
67657	2022	136
15233	1708	3
68194	454	25
14314	3609	660
320184	8592	1452
239845	4584	14
75175	954	0
414072	4197	59
56637	8298	1701
18171	2527	0
320214	2765	23
12856	436	384
64082	2205	29
85031	1974	11
11544	1583	298
12519	1701	3
76916	2077	167
224143	2641	321
67846	2934	501
12549	7722	1769
56375	2300	176
22268	1769	161
74663	1368	0
207683	3414	11
100502943	3915	0
268890	2467	0
14432	1310	5
75722	4820	0
100503040	2530	12
170658	500	225
56490	3145	27
791329	2990	1
626693	1546	0
100124467	83	12
100043314	963	0
13490	1341	0
106248	2829	172
212153	3643	147
332175	1278	12
207798	3625	179
100499519	126	0
11964	3946	3708
72117	4526	730
207806	12606	1188
320007	4266	3
212514	4342	162
212517	6583	51
117606	4428	196
100526478	84	0
212547	2866	135
66067	1304	95
57781	1891	0
239849	1700	0
271375	1750	0
74603	2207	0
67896	3648	145
100038470	2344	5
74102	4200	510
67841	2013	792
547267	922	24
208154	3235	3
17470	2347	2824
208166	2122	0
100047671	927	0
208169	3879	0
14525	3364	0
212998	2192	1
208171	2585	3
56370	1163	1
213012	2127	132
208177	5679	3526
100503378	2271	1
433022	7337	55
84544	2181	2
58998	4147	697
639644	1793	0
73693	1534	0
73703	1941	0
433023	628	0
17450	3050	5
77647	684	0
57263	696	0
57262	598	201
245195	608	7
224170	5771	178
224171	3974	37
667772	6340	0
73255	1155	0
216818	720	0
73916	2540	166
100503470	1220	0
16423	1919	501
100503490	515	0
628951	1432	0
224180	807	0
100043404	510	0
70508	8742	432
619312	2871	0
69339	1296	0
75211	1362	0
68190	1815	27
208650	6323	294
100862397	709	0
11658	4959	13566
73820	712	0
239852	2589	0
100628589	67	0
80859	3878	3415
385658	6436	22
74201	8512	55
629242	3740	0
68193	679	83
66391	1350	30
271377	4999	296
76302	2271	516
52575	1846	93
66315	5287	304
224224	6912	17
320712	4742	292
21787	1948	655
239853	2701	0
56277	2698	50
100503609	674	0
69457	3067	0
28185	3778	571
52633	1286	164
100503632	1734	16
67581	3652	431
71027	1382	1
66497	1171	48
100503647	1106	0
78749	4044	435
12837	5110	15
73379	6487	443
54613	1593	606
328695	702	0
224247	677	0
12892	3186	420
71223	1290	0
224250	2194	482
259003	1089	0
259002	1164	0
259004	1029	0
258998	930	0
258999	960	0
258178	1142	0
259001	1391	0
258478	1196	0
258318	930	0
258319	1087	0
258392	924	0
258035	930	0
404309	925	0
257972	930	0
433031	921	0
259000	927	0
258775	930	0
258477	926	0
258036	921	0
404310	927	0
258996	927	0
258997	924	0
258479	921	0
258994	918	0
257881	918	0
258993	921	0
404311	918	0
328699	1456	0
75636	385	0
67014	2159	119
224273	6544	215
56297	1496	65
75145	549	0
13840	4213	0
106338	1344	60
68146	3524	233
68159	1188	284
19128	3270	483
13837	3978	37
224291	1325	0
67609	1331	231
72020	4745	286
100861916	1138	43
106143	4320	1367
15557	2509	0
18736	876	1
68942	1838	1102
73569	3331	93
239857	9564	21
75501	376	0
224318	1118	0
74185	2846	271
52645	610	0
70972	774	0
78221	709	0
19876	7568	145
268902	8047	226
751561	78	0
320355	2192	0
224344	2699	1
110920	4162	651
67742	1845	7
78215	511	0
268903	4529	319
76610	369	0
76601	1129	0
30940	4413	775
77994	3151	21
387229	65	0
387246	94	0
723952	71	0
100862299	530	0
100503619	950	14
13052	6113	1745
12228	1389	45
67102	6160	201
75818	1880	0
78812	2211	0
246048	2530	0
19146	3726	0
78654	399	0
100039724	357	0
17968	6167	2
75247	539	0
402727	2512	0
78023	297	0
387173	65	0
27393	1850	219
67374	4822	94
11957	758	1139
14390	4987	545
11820	3357	19751
100038614	1654	20
224405	2035	43
11504	4886	2784
75310	907	0
23794	8104	34
67768	1791	101
78913	7737	573
53858	2104	83
74112	2921	605
12469	2391	1009
414095	1406	3
224419	1652	1
12013	5858	989
100039901	1698	4
14805	3660	3
78924	2394	0
239931	1172	0
54420	2358	80
239932	1571	0
69699	879	0
69533	973	0
239933	609	0
69661	792	0
268905	750	0
16699	885	0
117172	943	0
69696	1026	0
546672	712	0
433047	781	0
75351	793	0
23927	855	0
26560	836	0
170657	493	0
170651	605	0
77918	526	0
170654	304	0
16704	482	0
170939	461	0
71369	570	0
68740	380	0
100040201	570	0
16700	594	0
100040214	546	0
68484	611	0
100040249	216	0
622935	534	0
170656	748	0
16701	789	0
16703	579	0
71363	621	0
16693	1008	0
21844	7798	94
100038709	4591	0
20655	648	3809
224432	4182	490
26559	5009	22
68500	717	0
66578	1300	62
100503390	1353	5
77037	992	2
207932	7365	199
70967	2142	168
68001	1163	342
104015	7229	427
67394	978	26
67367	3809	721
74387	2684	2
791288	3239	0
50913	2437	0
50914	2171	0
15976	3175	762
16155	1850	1076
100503120	873	10
15975	7014	695
15980	2070	369
77975	2222	5397
100503130	588	0
246738	3535	126
14450	3329	421
20658	9278	6795
60364	2323	152
100038392	1709	13
66609	1792	362
16443	19459	358
28080	772	1002
53881	10913	180
121022	780	109
246133	1694	1698
68936	500	304
100503166	483	2
75328	2679	0
16509	3155	0
54720	2506	468
76785	705	0
209195	3743	295
12394	7369	926
69857	2583	0
791074	97	0
72264	789	0
224440	1826	61
12408	1081	716
109857	1167	92
70028	7455	2122
338467	4179	591
110749	1913	113
56173	1967	0
20465	3670	1
110948	4833	202
170765	1529	38
56176	1748	235
22129	7295	837
13185	2405	374
13548	6085	775
16522	6959	0
16516	5206	4061
13876	2214	51
23872	3556	1814
69776	2215	1
100040997	710	0
56088	985	175
93871	11242	1006
74296	648	3
15312	1200	2041
71446	2483	133
385668	3170	27
50795	1321	63
93961	5328	0
72058	2278	1036
16415	2618	66
