GeneID	Length	CD24-L-6
21961	9966	1410
435626	2336	3
100862357	817	0
12765	3043	2
227288	1125	0
100316687	67	0
76709	1597	1245
227289	990	0
227290	1820	1106
56695	3501	187
69660	2309	1050
241112	2101	153
18173	2304	9
227292	2776	600
387219	85	0
22349	3117	4
319651	7196	206
58184	3266	216
18802	3121	2
77264	7472	132
66821	1829	82
57751	1475	228
269209	5235	134
67534	4253	208
104086	1890	25
241113	2832	0
22420	2068	2
22409	1962	2
12570	2704	0
260298	1479	0
12958	702	0
723900	64	0
241116	5718	769
16147	2444	5
75570	860	24
22626	2059	15
69171	2738	440
227298	2557	521
68818	1299	196
74104	2934	446
245860	3764	291
52231	2764	261
74577	3451	145
20872	2885	346
22145	2053	766
381272	767	2
56812	3203	623
19275	3535	17
19711	710	33
13437	1946	400
13346	2150	169
100503248	676	0
11790	11933	44
69080	1528	346
100862164	449	1
241118	2650	0
74241	3235	249
319998	2185	44
98733	5770	132
16322	1463	76
71728	4458	312
20536	4441	146
100862333	771	0
620079	2188	0
13838	6328	137
18505	3868	0
100039210	1208	0
433323	3998	51
23874	2132	426
68393	1206	6
74205	3950	437
195434	3981	68
57814	2463	29
20254	2485	9
100862182	832	0
252903	2876	74
69368	4714	551
100038695	1791	1
69163	1424	195
100862198	480	0
20720	2055	370
241128	2862	14
26554	2764	972
72208	394	0
210293	7303	32
241134	4919	0
16367	9163	130
100503073	3039	0
76867	3757	315
100503095	2833	2
12829	7808	94
12828	8609	100
75734	1866	513
66261	1503	0
100044526	654	0
15463	3137	471
80721	2974	87
71386	992	0
20297	802	37
71227	1670	67
77629	6512	3
98496	2667	78
227325	3632	11
100628595	77	0
14897	9632	1563
66153	900	99
71781	2349	0
100503433	891	0
381287	1760	2
621875	1334	1
100040135	1348	0
665378	1621	7
620078	1971	12
100040213	891	0
100039794	1073	0
665338	891	0
109032	1971	125
434484	2417	73
100503502	852	0
100503045	659	0
20684	2158	197
319997	1936	25
12283	3800	2268
64294	2024	1397
71141	1148	2
227326	2550	0
70060	1602	0
72792	3331	66
70247	3256	1387
15559	2072	4
78795	5258	92
100861644	653	0
227327	2595	11
383538	483	0
17975	8257	3259
100303740	116	9
80828	68	0
319336	1266	2
14767	1218	2
71863	1721	2
19231	1192	978
18582	1092	137
26895	2231	201
18159	1042	3
208718	3171	179
11650	2113	0
76768	2337	0
11648	1680	0
13599	2698	4
69453	1999	0
11447	2910	0
11449	1921	0
26987	4928	340
98363	1805	1
227331	5743	599
100040591	1349	327
73234	462	1
53972	3384	427
319977	1676	11
620454	1602	5
23956	2018	26
16331	4938	51
77040	3180	323
100217415	248	4
20215	1718	1
100503175	947	0
227333	5694	482
227334	5316	320
394430	3242	0
394434	3216	0
394432	3294	6
394435	2293	16
94284	3302	609
394433	3208	1
22236	3206	1
15504	1017	2
394436	3229	8
100040766	7526	8
381280	8439	86
78605	3662	0
171382	3844	0
75396	870	1
14659	1957	0
100503197	2622	17
320982	3967	597
78650	476	0
73475	603	0
98402	3673	309
77331	591	0
347722	9581	290
74403	3611	0
14472	2126	0
208372	1404	0
74918	3210	117
12778	2579	166
108679	1843	336
433332	1207	0
12835	10841	303
171531	4484	1388
623503	261	2
19329	1950	55
16978	5743	1832
329207	3851	1
51801	3022	219
67921	1363	303
665783	892	55
50880	2207	145
227357	5442	6
100503326	684	0
70788	3020	2
227358	2815	6
67444	1368	442
67086	547	6
55927	1335	310
18627	5837	638
74019	3500	603
65247	6072	177
13345	1312	2
208727	3960	65
67273	1220	507
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	338
260301	704	0
14733	3552	53
100504295	543	0
387167	66	0
241158	3243	11
67446	1491	90
108657	3039	656
100037260	1689	1
23830	2877	132
64095	4396	8
208760	1088	0
16560	8257	65
11611	1517	2
71874	2362	594
381284	7348	249
208777	4474	280
69821	3315	418
269224	5119	32
66385	3653	266
404545	3217	12
110611	6238	3175
18000	3335	1281
227377	3912	65
59041	3254	1135
51800	1432	95
67026	2160	239
66615	2964	371
21915	1310	213
66262	4539	356
98314	3058	144
381334	2846	0
100041596	1185	0
666009	570	1
619597	4059	1
241159	4511	0
18566	1930	0
74689	1565	0
67698	2107	232
20452	5677	43
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	304
329217	3849	125
67854	2475	1
74441	2433	0
634331	2091	0
634346	2300	0
52392	2738	281
227399	5565	286
252876	2041	84
18484	4103	2914
78603	1178	15
69030	1687	0
70866	2328	0
100504494	800	2
241175	5120	0
100504525	886	0
23836	3722	0
320311	8529	12
100504568	1284	1
27392	6777	310
227446	5406	601
100042023	231	18
21934	5022	196
635504	465	2
227449	6661	290
626049	545	0
98432	6104	392
12043	7749	171
320761	1243	0
70750	5582	427
20479	3272	644
20724	2565	27
71869	1735	0
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	4
116872	1887	0
18788	2047	0
241197	3490	5
20725	3289	206
241201	3353	0
227485	3054	0
319901	5763	173
636808	3915	0
634762	729	0
22099	3040	505
67949	1894	188
76707	7899	300
68204	597	4
81879	9270	954
14633	6708	17
16324	4255	477
100502628	748	0
64143	2277	181
226351	2830	75
226352	7746	757
19258	4707	117
66343	3301	45
226356	2511	57
319229	1924	0
170706	1017	33
13167	745	648
73103	1089	12
68428	3177	35
226359	2000	0
17167	1985	1
13798	2554	0
98452	1580	0
72999	2524	476
70829	7256	248
15564	2019	0
66942	2249	93
100502702	453	0
269109	4630	0
74117	2746	909
74150	2597	641
71111	2690	75
72585	2047	1
210356	7593	268
107895	3104	250
667090	484	41
72160	2517	30
266645	2303	1
100502745	464	1
72949	3514	592
22625	3936	42
226407	4251	537
226409	4154	33
226412	4812	378
387147	70	0
67812	4093	1027
226413	6166	4
17219	2901	209
226414	2509	590
12767	1814	75
210417	6253	0
100042740	613	10
13137	1324	28
13136	2527	2636
22789	2034	0
12269	1883	0
12270	754	7
18640	9621	1515
226418	3843	182
212439	2909	1135
64435	1911	45
100502856	1065	21
18703	3849	8243
69169	1491	4
93672	1116	0
58181	824	0
329244	1023	0
16153	1306	1
17164	2567	1242
226419	2072	49
16865	2290	316
54354	3405	82
56489	3203	213
14270	8040	313
108900	2105	17
26361	4148	0
13034	2120	1
226421	2523	25
320718	3640	339
212933	3540	79
98396	4660	592
226422	1189	99
98415	6096	692
212980	3426	502
13714	3671	225
213006	4853	302
18557	3046	244
723818	97	0
213409	958	4
213417	4269	158
74137	3132	210
68875	3410	174
213452	6385	343
213464	3632	283
74626	1742	40
21367	9535	0
269116	10379	2
100038653	1879	0
16980	3346	1
17248	3490	666
240752	7929	286
108954	5588	948
240753	7457	737
100502933	3112	5
68338	1842	16
280287	496	0
19701	1423	0
214253	2279	1
20668	3531	266
20643	492	247
70579	4395	1652
667118	5007	582
240754	2371	4
381290	8292	124
269120	2074	1
116847	3602	469
100502984	884	0
14264	2859	28
100502999	532	25
12227	3083	9578
667414	432	0
71884	1711	0
12654	1689	5812
53311	1829	20
11539	5786	229
17928	1480	0
68507	6067	23
57439	3169	677
240755	1770	0
72017	1626	319
72674	2024	1009
100861791	590	0
240756	3196	198
98710	1960	181
100503055	641	0
71001	1457	0
75605	6300	619
20980	3386	0
329251	6185	65
67196	1079	21
329252	3623	428
13924	6089	0
100038590	915	0
320139	3264	3
68724	1702	347
171469	2253	2
13710	2000	2043
215615	2301	653
21854	917	232
93689	3942	117
77552	1190	22
226432	6236	354
215690	12767	144
13007	1770	2760
27280	1467	132
21952	1114	3
16763	2992	364
21956	1194	15
18772	4486	32
226438	8996	0
66241	1750	421
12292	6260	11
329253	508	0
16565	9119	219
76422	2922	7
67313	3013	197
100042513	584	0
383563	1960	0
67886	7823	690
320054	2097	12
67997	2228	56
381293	8770	6
71084	1846	0
226442	5275	385
100503460	489	11
100503474	1199	8
667686	385	0
26424	3857	1
320138	3023	0
735252	87	0
723890	80	0
19264	5664	122
338375	1887	0
59125	3366	881
545363	1930	0
16876	5750	0
69549	571	27
75546	410	0
329260	8314	267
170788	4702	93
71209	1111	0
226470	8362	233
12316	9866	20
14060	2378	0
50702	1732	0
624286	999	1
214403	2887	1
545366	1602	6
12628	4365	1342
240776	3957	2
75910	551	0
226472	591	0
214498	2678	304
26878	4578	133
69367	3730	209
20822	8721	652
56207	1851	160
19735	3009	168
100861894	494	0
246709	1497	0
50778	1330	13
624910	459	0
64214	1859	12
215378	3172	0
100043240	3910	0
791353	1179	0
100503781	490	0
18783	2846	434
320019	1098	8
19225	4150	2427
100043257	532	319
100043261	345	2
20028	1247	0
75584	610	0
226499	3242	442
108989	7550	1136
96875	4278	12
545370	18316	232
402734	2640	0
73176	1674	0
117198	5037	1546
66875	3668	661
98685	2665	267
19821	3028	281
100503012	373	97
63913	3939	290
66967	6604	640
69399	9754	133
66637	1133	88
269132	4056	23
19731	3887	149
100861876	505	3
71281	1566	8
67771	1897	709
100503084	519	0
17970	2596	22
226517	6069	502
226518	4523	15
16782	5164	455
226519	7622	615
626058	2827	0
71836	2045	0
13211	4613	1417
74091	1403	17
67792	5804	0
329271	3337	0
19734	2335	117
24014	4758	83
240816	3640	11
240817	1654	1
433365	2527	0
240819	1415	1
14645	2782	4293
100861882	573	1
207678	1877	0
78112	613	0
12290	12697	4
15939	3270	2065
15064	2509	281
58244	2459	320
207792	4611	19
100503411	2791	0
19775	7651	387
433367	1751	0
72482	1942	249
16872	1853	0
100861926	688	0
104009	3361	3582
74081	13307	619
208263	4439	520
240832	8112	1079
329274	3687	0
214575	3443	4
170484	3108	2
77352	3297	6
20652	4785	911
11352	10714	472
30935	3268	446
100503836	636	0
215015	4238	574
78255	7133	103
72713	2190	0
73435	898	0
226525	10046	168
69953	1194	45
226527	1289	138
89867	4651	16
100504090	420	0
240843	4101	0
11899	7224	0
735253	109	0
23850	8585	7
72025	2475	0
26374	5056	196
100217414	118	2
21960	5395	6
67647	5391	464
75255	887	25
329278	5812	104
64659	1970	284
12301	2115	401
29809	9489	941
100316784	109	0
620246	1086	0
620750	465	2
381305	11011	527
11905	2162	0
240869	3883	56
14455	2554	1944
100628588	91	0
100217446	65	20
226539	3581	87
70454	4327	32
226541	4037	186
73844	3723	81
100502590	954	1
11758	2334	18850
22164	1609	0
240873	2064	4
14103	1935	0
226551	6308	677
75368	1164	0
67292	3301	180
103967	7523	28
72753	919	0
474332	7928	4
723821	110	0
387210	110	0
71449	2791	87
53330	2532	131
17926	2080	0
100038657	741	0
226562	10444	1724
226564	1787	38
14261	2326	752
55990	3336	6862
226565	1870	272
14262	2010	6359
78258	2956	4
18933	7448	43
98376	2509	101
240879	1053	0
16579	3907	322
240880	4069	266
381306	2912	9
69962	1457	30
20339	2912	5
20343	2321	11
20344	3438	9
100503816	1241	0
14067	7406	81
116914	3546	111
74895	1896	332
66352	4035	242
171567	3011	353
11931	2422	8466
56429	1636	178
433374	1588	2
16963	502	0
69476	357	0
75857	998	0
83993	2662	0
108735	5526	858
226591	4395	304
240888	1943	2
74106	3306	618
70456	854	441
271639	5209	0
68481	2356	543
100503268	612	2
226594	2670	96
100503283	1514	0
433375	2125	1709
12503	4604	7
18986	13123	212
240892	4025	0
59290	2293	4
98558	1546	0
100039795	8260	21
100503318	2514	9
27878	2145	142
71592	7372	228
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	1
226610	4986	12
80914	1338	95
68944	4474	489
100862084	376	0
56752	2833	340
66447	635	242
240899	1137	0
100503977	287	0
20183	2363	1
110648	3338	0
18514	9027	2306
66977	2405	6
19737	1809	3
100862094	1412	2
19736	2941	24
78465	1440	8
15490	4574	108
67303	1135	3
18214	8290	238
107652	2283	628
16589	2024	93
545378	399	0
622708	1691	2
26904	1433	2
665574	3833	219
76925	713	5
70729	3684	50
320078	3095	129
226641	7463	612
80915	1374	108
435653	1284	0
98752	1727	7
14130	1547	16
246256	1250	0
14131	1353	10
75472	1034	307
66052	1179	791
17528	1993	21
66425	1575	199
12355	1414	1
641376	2920	223
11807	521	9
14127	658	31
226646	1606	908
240913	3673	33
57370	1998	439
19044	1821	404
30941	2185	214
66155	964	367
100862110	308	0
100504072	1662	0
21945	2733	254
27045	1374	306
18637	622	323
68874	1555	74
71740	3504	751
226652	4488	25
22278	1822	237
226654	551	182
16456	2482	1545
56009	1273	40
16429	1140	11
18106	3758	4
17085	2449	3
75345	3977	10
12506	1142	8
100041098	195	187
27218	2688	0
12523	6253	10
100038548	2574	0
100862186	671	0
30925	2443	1
93840	2260	37
18071	2487	0
59287	2855	632
12847	4629	1861
100504176	730	0
19298	3131	410
98193	3743	1428
18611	2477	427
12372	1874	2
27222	3485	0
98660	6227	141
140559	2234	275
16524	3270	0
16513	5407	3
67556	7569	332
100862199	620	0
98365	1145	8
93842	4249	64
21346	1382	1717
71870	1822	175
71319	941	15
240916	1879	7
74748	2040	0
677296	1914	0
68440	1417	61
100040320	811	7
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	1
94332	4159	3
383619	2541	13
240921	2951	2
545384	1294	0
623121	2680	7
236312	3497	13
100033459	2987	31
100504251	716	0
226691	3484	17
15951	2296	14
100504287	1468	7
666028	634	5
100040462	1908	55
381308	1651	1
15950	3793	41
26388	1796	233
226695	1613	2
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	6
23893	3745	88
24012	2487	0
14194	1632	601
98256	2498	0
13603	1721	26
12663	6117	162
75820	3817	0
26909	5506	6
319455	3894	1
545389	6930	92
723921	99	0
76816	2619	140
15365	1510	8
23797	4735	203
30928	5106	336
75589	698	0
69428	749	3
11566	2553	1147
631584	2790	1
545391	1663	6
78825	4214	279
791357	1199	3
75164	651	0
666295	875	282
320110	427	3
66359	448	406
51810	3670	3183
68226	2539	81
269152	7406	33
69726	3769	62
15278	2448	61
226744	4545	622
109232	1922	228
226747	8831	630
100503705	1428	0
226751	8656	748
67426	4076	153
19165	2084	150
277333	3581	17
320404	5101	447
381310	6557	18
11545	3827	442
72568	3377	52
27217	2294	0
170760	3471	593
100504581	591	0
15078	1076	235
208768	3189	315
100504598	177	1
320202	2462	0
100862334	599	0
69051	1599	147
13590	1604	13
208795	3239	1146
13849	1665	4072
619326	1898	1
67459	3060	258
98417	3268	197
226757	7047	1362
329307	2505	2
72978	2727	2
403180	1819	62
240960	13996	8
98386	3552	646
433384	1343	2
13800	4288	1257
27058	1388	357
625823	921	0
13244	2005	639
67330	686	0
67948	4913	275
209456	4370	664
12334	3185	1166
170725	3705	17
433386	2055	0
96935	2035	88
53791	3199	222
68897	5030	79
71678	3456	242
108909	3293	141
338366	6678	1329
21339	2386	171
78772	2736	2
73363	967	5
63953	2712	72
73590	778	0
74971	1722	0
15284	2149	20
66112	2161	9
67247	1883	550
100316821	82	0
226777	2853	124
226778	4565	35
98732	6988	440
100217449	113	0
381314	3540	714
387189	67	1
387211	112	0
23827	2182	344
107508	4850	953
319562	3406	0
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	188
21808	4725	151
67223	1213	84
110957	3212	0
74717	1645	48
69308	823	0
67769	4565	223
100862400	1119	23
26381	5580	56
320272	2212	0
22283	15891	2
226823	3703	301
16526	3959	1856
100042424	516	162
100039307	642	56
108000	11130	50
19250	10746	591
226830	1605	128
19130	4139	13
100504619	832	0
320119	3995	148
52477	3349	417
226841	4190	1
226844	4087	275
100125339	1649	0
75558	428	4
68972	1258	96
381318	2973	5
381319	712	0
619288	2234	67
11910	1977	8888
100504360	568	10
100861628	406	1
66208	658	61
66950	4204	58
226849	3082	279
100504379	2421	1
76843	4202	39
77065	3252	209
226856	7246	790
18005	3197	140
98736	4362	3
22782	5230	218
74023	3720	25
22033	2102	65
100628582	81	0
100042625	720	587
214742	1597	100
100038712	2612	30
16510	7143	31
226861	2835	16
320952	2041	0
73455	404	0
214791	3401	47
100503471	624	7
329324	1731	0
215193	5548	98
54139	4125	536
319266	3834	44
215243	2121	3
15483	1446	143
14373	843	0
100503531	873	0
16780	4055	444
215303	2453	1
387201	68	0
74942	578	0
18845	11036	406
100628615	64	0
12490	2621	224
320400	2491	3
320977	5195	50
723963	81	0
387224	88	0
17221	1213	13
12946	1662	430
12902	6207	3
215728	2801	0
619314	1938	0
670558	2817	44
76142	2524	552
70337	1540	246
213783	7415	175
270685	4332	28
83397	6247	225
381990	3227	152
66084	1849	68
73419	2290	107
100504234	2151	117
13982	4319	16
64009	18115	360
68632	2777	71
22353	1527	0
67141	1807	37
108853	2621	92
56533	8191	7
100041224	522	0
18390	2639	0
320495	8240	2
215748	3448	151
77777	1819	4
237253	3403	34
18537	1917	399
320642	1253	7
69912	1290	40
407824	2188	14
16798	7215	613
23924	1775	292
215751	1557	411
100503695	916	2
67418	2896	318
237256	4093	2
100628581	94	0
68652	4278	722
338362	4284	21
70097	7183	628
791352	3151	0
320825	2495	33
620417	2980	0
78808	9074	282
215772	5218	181
67844	2054	38
382450	3785	0
14816	6990	0
78056	444	0
268281	9293	292
71865	5114	263
13853	1079	16
22288	12382	711
320273	1182	13
74732	2396	25
66125	734	319
22634	5260	833
100862331	414	0
75122	1053	0
353258	1769	295
215789	8913	724
66848	3954	956
56535	2405	198
66757	1453	34
66253	1054	324
15273	9768	508
100504211	3928	3
215798	6505	172
100039571	514	24
66201	1325	244
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	688
378431	4457	9
380629	3667	507
73112	810	329
19707	2618	363
100045792	2900	54
215814	1166	54
215819	7638	239
56016	1910	67
215821	8216	46
237300	2355	7
73968	2928	27
64058	1901	1267
21929	4595	496
100504265	6220	0
94222	2066	4
15979	2099	481
237310	2468	4
237313	2088	0
76157	2629	18
18634	1894	372
26408	5393	614
17761	3895	1224
73811	629	0
621697	592	231
72567	5454	1485
71804	2307	21
29863	4127	49
52906	5094	113
100038717	3304	0
100504283	1667	0
17863	3777	355
56422	4893	318
73990	1016	3
237320	2243	1
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	1086
114671	1771	0
319887	2292	19
379043	1274	33
667281	952	0
606736	4515	1
56554	1271	0
100038752	4548	0
353169	3762	97
237336	2875	257
100504411	1274	0
100038582	2198	0
21412	1239	43
14051	4099	6
20042	518	117
100529074	105	17
100529075	68	13
76306	2837	252
26464	1811	345
22361	2416	368
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	434
100862153	747	0
59012	3083	1
14219	2403	611
18605	3224	75
209558	2815	9
70208	4946	282
11846	1477	3
432442	3123	343
13822	4464	384
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	4
100040851	1193	0
268288	3554	4
237339	3411	157
667572	1206	0
73910	3616	315
16773	9713	210
100040961	485	3
19272	6177	1065
210757	3981	1
100504516	4347	0
114676	1545	5
67719	1319	0
67412	3948	0
212448	5644	9
52665	3180	53
68031	4404	332
72780	2397	3
100504540	2648	0
66311	1512	11
73681	2359	97
100504586	3440	283
66847	696	112
211329	5338	374
15214	2532	30
69692	718	120
21987	1267	37
100041294	710	138
268291	2860	120
432450	3745	0
76757	4514	1
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	240
72580	2364	186
414093	7840	6
66521	1082	86
692132	1185	0
270711	3714	1
103511	1786	23
215900	1082	2
212898	4225	63
22110	2696	486
72480	3900	445
319638	2716	275
12813	3130	0
14302	4805	230
100041585	3201	21
319415	3098	0
15182	2004	533
17118	4186	237
215919	1054	0
16775	6046	267
66337	730	21
71924	2929	31
327743	1418	4
14360	3692	71
100504626	1313	0
103213	2867	231
327744	1664	19
19714	10666	606
100504659	947	0
213332	781	10
75299	2400	14
72045	2285	1
100041085	1782	14
215928	5981	2
215929	2679	15
72472	6556	107
67239	1890	133
67371	1020	177
19850	104	1
11702	3206	325
78334	5807	539
70840	2243	0
70503	3000	180
327747	1529	21
71713	3366	350
83767	2550	2
100504721	508	1
140741	1092	1
103199	3263	183
633979	5640	132
268294	2831	111
171580	3563	92
20598	1602	281
73075	1070	173
53599	2830	3050
75973	2749	188
70538	617	0
629461	2137	37
100628609	55	0
103268	2392	26
140742	3339	217
213402	4865	61
624784	2896	8
56484	2889	241
215951	2513	111
666540	1120	0
54198	1377	791
21907	3233	0
14628	3009	250
140740	6032	1350
268297	4745	7
109205	4980	59
74530	1859	8
71365	2031	40
331623	6049	94
67851	898	51
100862325	514	0
12484	1816	5415
414125	1833	0
69443	1060	0
76563	1970	57
170728	2981	96
11630	7416	428
70365	1522	0
11793	2352	261
100316688	93	1
12142	5143	26
19072	2719	781
78977	1851	2
23828	1607	0
380669	5403	0
209462	3785	203
320363	1892	0
100418235	2163	0
14806	4872	1
100504076	1592	0
77987	7477	347
20464	7355	2
