GeneID	Length	CD24-L-4
18359	1328	0
258702	948	0
258704	1049	0
258153	939	0
380711	6410	157
432582	4002	29
74148	5399	961
18472	6176	1584
67493	2718	225
17428	4586	358
97761	4760	357
104662	3385	196
100217469	60	2
27364	3699	158
103677	5799	1036
15248	4492	63
387208	91	0
387150	66	0
246257	2642	129
116905	2103	90
237847	3308	98
68275	3106	355
100861772	624	0
319822	3517	99
20317	1494	271
18816	2192	8
192652	6909	302
100042498	1766	736
387141	95	0
380712	1141	30
192159	7481	2064
280408	1489	283
380713	2884	269
215113	7232	995
100628624	83	0
18738	3724	1291
19062	2641	765
17913	5662	1631
12928	3618	1119
22627	2078	4076
13447	4245	3
380714	931	130
74230	921	460
76566	3512	206
68299	2816	370
116972	930	30
276919	3448	185
13168	575	3
67201	2523	639
67390	1492	32
18230	2728	331
56322	2813	209
109934	5801	932
320522	1207	0
237858	3237	9
53334	4265	430
12874	9152	2413
66601	1366	1
104184	2355	394
15567	2747	13
237859	3114	177
751519	109	0
319634	4654	41
237860	9040	1031
216961	1536	14
268445	3336	160
70057	1085	2
216963	3650	710
216964	1366	155
67477	3249	5
216965	12409	878
100861790	1378	0
68564	10399	1215
12957	683	0
360013	7304	1502
791303	2298	7
19193	1774	33
791423	3414	2
20370	4096	2
268448	4393	610
100504178	2435	9
70451	1744	76
14252	2700	681
387162	66	0
723870	72	0
57837	2014	216
216971	3884	190
22032	3016	503
140859	2800	170
68385	1283	151
268449	560	53
100529076	45	6
100216539	70	8
100529077	55	1
19376	1806	206
216974	1513	20
20926	6201	1018
20316	1268	600
72503	7443	1922
216976	1227	7
100042648	1715	2
54141	3822	67
11676	1702	61
276846	2488	357
22248	1281	181
15218	2503	0
790911	3627	3
20500	2191	54
52466	1974	87
237868	5164	7
22370	1745	28
18292	1285	0
195040	1343	169
67811	1951	660
21927	3709	1252
55978	802	558
69071	1333	116
18099	4496	243
69109	1224	126
66274	5053	84
18126	3990	183
16859	1586	465
16706	4081	69
790910	3347	2
78889	3358	1515
791376	728	0
18015	11847	438
104522	1038	676
18377	2226	3
216984	3971	17
14017	2297	2
319377	2653	12
268451	3145	107
790912	2187	0
72218	357	0
387188	66	0
723853	112	0
100038730	1543	2
216987	3871	379
52615	4373	599
54394	2354	225
237877	7272	59
68550	1287	69
216991	1597	15
71956	1959	130
59040	4356	459
246104	3767	73
70591	4536	229
22680	3723	1193
69077	1743	397
12569	4134	21
338367	5353	1148
103743	1393	287
75622	814	1
11418	3789	0
237880	1038	0
71388	1838	0
20296	806	10
20306	801	3
20292	1073	5
20293	536	0
20307	511	1
20290	505	0
270893	4105	0
791422	2220	0
12467	1771	9
66983	3278	142
100503272	885	56
16882	5945	325
67338	4242	179
19364	7062	266
78919	2081	2
217011	1767	87
217012	3552	141
76392	574	0
327978	5989	743
237886	3856	21
276950	4011	10
668706	498	9
237887	3503	2
20556	1664	43
100504448	727	2
20555	1857	3
20558	3958	12
20557	1816	4
100043636	1408	7
237890	3704	0
613254	389	17
103729	1500	6
100302731	96	0
103737	2726	85
71770	5411	1388
276952	3481	16
237891	2610	132
66330	931	33
118453	2311	57
70439	2049	655
629303	1875	0
20304	532	14
20308	3008	35
100504464	2221	0
20305	1436	66
20302	790	9
20303	660	5
100034251	469	8
14038	544	0
66107	438	6
217026	5673	263
21410	2741	387
78394	3166	414
217030	5130	340
100504496	3092	1
56405	1443	502
217031	2119	152
628813	1229	0
107476	9032	238
56321	1800	146
16869	2750	0
78365	624	0
78471	384	0
217038	2477	59
192970	1421	125
74995	755	0
217039	2950	1003
100504527	584	54
70325	2735	48
66196	3924	134
448850	983	75
12351	1300	611
237898	6924	473
73634	975	1
66884	2407	202
654810	640	4
53892	2894	190
192197	3656	276
100316691	60	0
71489	3138	2
100628627	87	0
78420	658	4
69909	1255	16
21385	3562	650
21387	3257	146
629393	879	0
237911	6933	16
70422	5922	184
327987	11787	790
76892	4434	258
72508	7889	521
56427	2070	72
75909	2773	2548
387140	92	0
100504632	669	1471
217057	3133	119
67300	6144	2545
67487	3724	639
319269	3365	384
77864	4902	342
66569	2484	632
74133	3221	123
270906	3827	14
66140	1349	65
723834	86	0
68729	5631	502
320472	6315	19
114714	2954	16
83560	4888	14
19842	164	2
19858	215	1
19860	215	1
19861	218	0
19859	215	3
100503535	1611	0
18952	1636	556
170749	5692	377
327992	4158	4
207742	4311	263
68690	2705	2
20922	693	146
387160	64	2
207777	7616	443
17523	2546	0
76113	2927	0
380718	2365	244
13861	2691	0
258406	936	0
258408	936	0
258407	1084	0
68097	2819	1481
110809	5262	2385
22344	4521	841
70393	1504	10
103841	3189	661
64656	1302	309
74297	1219	0
76626	6819	1429
100628571	92	3
193280	1056	28
11640	3911	314
73921	811	1
74617	2074	311
217066	812	0
72381	377	0
100504514	1427	0
12812	2607	52
217069	5563	789
56077	5208	210
414094	769	1
217071	581	0
18121	1922	0
214604	2665	57
382543	2238	33
18559	1971	153
67888	1764	1395
67468	2661	333
217082	5665	119
20913	6009	197
69802	2259	91
71943	2093	470
73922	649	0
73470	2270	0
72605	3336	0
217109	2613	210
103537	5231	328
18103	823	473
18102	1235	125
100862001	398	0
70834	7779	1164
22057	2288	2144
278507	3392	5
67684	3296	1549
71452	3763	1188
76408	5002	2557
12291	8223	29
217116	2589	4
71889	3884	922
104601	2928	829
237926	4151	434
264895	3069	865
12643	1653	3688
98238	2780	998
268465	2228	9
94064	730	177
217119	3424	198
432589	1681	0
217122	2693	0
544806	2187	0
544807	480	0
544808	1560	0
665174	489	0
432591	1357	0
100039739	1073	0
12842	4709	1126
20391	1693	5
54388	796	0
217124	4330	700
100504649	540	1
217125	3318	56
18604	2263	404
16400	4853	1731
13393	2606	0
13394	1820	10
320453	1663	14
93670	1248	0
217127	5966	652
215512	2317	471
110172	1169	495
20747	2882	2565
104079	2093	89
18053	3409	101
100862044	717	0
18673	1799	160
544809	2246	4
432396	537	1
320616	3188	0
268469	2667	214
237928	1910	7
66610	4075	111
14710	702	99
73906	1319	3
14422	4086	3
140486	8382	57
100526468	92	0
14607	649	0
27681	947	265
268470	3974	856
11951	868	70
76815	1556	30
237930	3206	724
15408	1313	0
432593	1945	0
193022	617	0
387191	102	0
15417	2701	0
15416	2645	1
15415	1269	5
15414	1322	12
15413	1896	40
723893	110	0
15412	2566	54
15410	3721	71
103889	1631	55
15407	2077	0
100038600	2063	0
78473	2190	11
69884	2495	0
74479	2581	666
12412	1274	282
629750	683	50
18023	4867	1910
56358	930	255
387170	73	0
80280	1875	663
100502635	2804	11
217138	1363	1244
103711	2036	390
319371	2820	13
78912	3036	236
83395	3375	25
217140	1518	136
69297	1298	169
107732	1682	392
71240	3535	225
57765	2552	4
73174	3335	358
16211	5909	1141
100502647	1392	0
19155	4143	809
67036	2431	184
217143	9276	36
192157	7015	450
58996	5450	463
100141474	1425	4
56013	6965	463
69729	612	3
103551	2330	55
246198	7271	1391
217149	742	122
22658	2836	522
26446	731	492
108083	5053	197
67480	3307	160
72215	624	1
65019	1062	1552
100302498	128	1
16796	3433	2885
68127	1189	14
72973	1681	3
72324	2905	38
217151	1563	21
12295	2455	285
19921	805	832
217154	3049	1
72194	8607	592
19014	7590	619
69131	8704	484
100628613	57	1
18013	3137	0
19049	1666	337
69338	1389	2
59045	2083	435
21393	948	14
18948	888	1
320655	2424	222
13866	4998	1324
103742	744	436
14786	2397	506
100862101	617	2
22780	4098	38
69376	1639	7
66612	2023	449
192852	902	0
450219	1477	0
76758	1666	0
57911	2726	0
100502779	1542	3
22123	2147	1206
12985	1363	5
23989	3410	491
21833	2246	589
217166	2627	3595
74026	4340	807
100037262	1401	11
192160	3742	801
268480	4163	349
68524	7589	552
23834	4701	31
19401	4131	577
353155	837	1
21973	5217	192
16010	2069	748
217169	4755	46
12775	1975	29
100862109	465	0
57376	2919	229
268481	2735	4
75706	1689	0
70810	1651	0
320864	2600	0
16675	1539	0
70843	1489	0
16661	2094	44
100504165	903	0
268482	1854	0
66809	1930	6
94179	1539	616
237934	1449	0
406221	1320	0
66380	732	0
66708	1031	0
69473	604	0
69664	1040	2
629873	1129	0
435273	879	0
75586	759	0
100041412	663	0
100041488	396	0
71453	830	0
100502803	807	0
665891	1011	0
68673	971	0
76444	978	0
546511	528	0
100040248	1018	0
68768	918	0
100040276	1200	0
665992	630	0
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	0
432600	1144	0
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	0
77914	761	140
71888	1679	0
16671	1581	0
16672	1605	0
16660	1581	8
16670	1673	0
53617	1722	0
16673	1666	5
16663	1314	45
16665	1720	1340
16669	1375	5989
107656	2580	1
16664	1660	8
16666	1565	2
16667	1511	389
68239	1547	5
20918	1213	3114
14459	455	0
15114	3706	453
16480	5009	3371
66180	1869	204
14230	2603	129
68106	2025	179
66720	2012	6
217194	2436	46
104112	4427	1896
74407	2818	330
12799	2678	639
56354	2312	1310
100502925	1599	41
71966	2013	73
278304	4090	6
80861	2412	84
14534	3048	395
75482	726	2
19345	1573	1249
380728	3784	0
15171	584	0
80860	2162	154
20851	5442	376
20850	3888	148
20848	4487	2667
19285	3218	2630
11975	4029	796
27419	2478	271
15485	1317	0
71743	2386	571
21428	1975	341
19183	972	75
67998	3306	654
103733	1609	162
103768	1777	8
217198	3007	457
12777	1725	4
53321	5360	47
14055	4194	595
54409	872	1059
28084	1067	858
69847	4148	745
52469	718	647
68107	2228	46
56208	2031	735
19192	2620	677
237940	2540	63
11754	4396	62
14377	2245	0
69684	1334	235
73635	1461	56
217201	3216	174
100862158	1321	0
19942	734	71
70110	1360	399
26949	2732	635
100862149	744	1
11858	684	35
12189	6648	23
17966	5133	1575
217203	2301	120
666331	472	0
66599	1098	264
19848	187	0
80981	1382	271
217207	4319	257
18612	2336	29
17285	2208	68
73887	1185	1
74499	2066	22
72349	4204	746
75437	698	0
13384	2848	27
52685	2732	51
50997	4087	157
19064	480	3
217212	499	0
217214	2113	15
76547	1576	123
268490	1224	108
68401	1543	451
15184	3798	1413
217216	2543	2
217217	1362	0
72053	2096	475
217218	3707	577
21429	4806	1092
20533	4550	0
51799	3046	38
68066	1674	882
14824	2333	1044
217219	3099	34
16399	3437	60
237943	6830	588
100040792	677	6
57265	3628	76
77132	1334	5
268491	4573	2
52715	2307	149
11488	5102	10
14615	2906	51
75689	735	28
20624	3333	662
73293	1800	65
66784	1563	1
14580	4072	15
70218	3337	19
23829	1246	4
69739	954	12
68087	1714	176
100862190	614	5
18107	1838	604
72469	3031	114
67131	2076	272
192231	3401	1510
71059	1951	24
57778	3873	50
69441	1214	0
328019	1112	0
53859	4173	474
100862195	840	0
544817	5627	597
653030	2731	3
353047	5128	445
237954	3645	0
380730	4576	0
69444	884	0
104582	1072	12
56494	3078	738
399609	3313	30
22412	4519	0
22415	3115	3
18195	3766	287
667631	721	7
11841	2659	374
12921	2428	1
237958	2675	1
17762	5387	324
100303739	1618	1
76719	5510	598
100862243	916	0
217232	5783	486
17896	883	27
629959	351	21
16416	5781	85
70894	1744	0
52686	2619	156
73431	2414	44
24086	5475	561
17534	5801	247
632687	3621	16
77097	11860	958
13056	2474	1543
11421	5102	3127
192775	2853	4
71833	5750	934
70207	1337	66
26406	3161	496
67803	2950	849
72149	2543	332
67163	3270	1065
72047	4012	956
56095	2865	399
19184	1277	866
83796	2869	1092
75870	2985	4
100862279	314	0
14599	810	0
15985	1198	56
110880	6598	6
75573	789	198
15896	1142	583
78943	3976	192
100216537	73	38
21763	4942	312
18613	3305	2611
380732	1320	15
50776	1577	152
13207	3520	14271
100526469	67	163
320162	2727	213
66313	5331	990
16647	2038	42
69066	1100	1143
207165	11488	920
100503350	681	2
68979	3161	212
100503362	727	0
71795	6350	549
100503397	876	2
66997	1723	582
442842	948	0
78455	6218	260
12299	1203	0
54377	984	0
100503414	1145	0
140723	3834	0
18750	8369	227
100862332	337	0
11818	1186	0
76380	3753	60
100503430	3012	1
12006	4260	79
268498	1078	1
19739	8531	137
67927	454	7
100036768	2765	40
14674	6197	931
320509	2700	2
13929	3082	344
100503496	1776	2
104681	4509	40
74008	3396	57
52639	1817	270
19084	3323	2122
208659	2541	54
69324	1470	0
73257	389	0
27404	6178	73
217258	5616	314
217262	6268	23
76184	5720	12
100862355	581	0
217265	8269	121
26399	2064	44
16517	4014	0
16518	5448	139
629967	696	0
217294	1952	0
20682	4146	51
100038732	870	0
71203	1940	0
72386	1848	121
319871	2446	10
69806	2742	251
20606	1158	22
16834	3029	387
28081	2615	256
276852	2196	132
52670	1575	7
56699	3375	1021
237979	6604	9
73536	395	0
319819	3402	0
67671	369	43
117160	3456	21
432611	2871	545
286942	3433	419
72014	2260	7
217302	1098	0
70355	4672	634
217303	4642	26
217304	2880	4
387565	690	0
217305	2440	4
140497	1139	9
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	1
58222	2806	8
246746	1885	9
26941	1922	1277
66176	1130	331
320534	4566	209
14813	4895	5
14149	1866	142
328035	1239	34
237987	2335	0
16470	3183	0
69602	2422	0
217310	3237	1568
237988	3700	179
68572	734	361
71679	574	415
70382	1766	470
432613	1932	0
100628623	100	0
217316	3020	8
276905	2249	59
50773	805	243
100503567	159	0
15374	1358	340
170930	998	8
445007	2159	364
260302	3681	425
50529	1324	363
69674	1841	614
67283	2792	184
14784	2624	562
100503586	416	3
100043184	483	70
71947	4996	1277
140721	4722	929
76265	1972	174
217325	3614	890
217328	7820	78
100861625	875	17
170472	3986	416
66528	940	401
68528	975	648
57230	2086	268
100503650	2355	13
192897	6169	1276
100038636	2078	5
14635	1506	478
100503677	1644	1
15081	1993	20
217331	3715	447
70450	3967	460
22378	1795	1665
217333	2195	202
338364	3050	61
60441	1411	450
217335	5373	974
11430	3987	2571
69535	902	151
69681	1427	8
14027	6398	487
217337	2526	775
14428	1940	0
53413	3344	445
15223	2578	3015
217340	4655	35
319370	1482	232
217341	2162	14
67763	1868	486
20698	2296	403
217342	5192	365
11298	1455	1
217344	3934	766
114886	2331	120
100038570	801	5
66293	1997	77
100216536	78	0
100216531	77	1
100216538	76	0
20446	2033	255
634720	1581	0
193217	3263	0
20445	2392	0
67622	1725	178
107817	1668	370
74319	1039	135
20382	1903	3259
69900	3128	199
268510	4254	2
76972	600	182
74136	5574	2163
53860	4263	762
78403	1344	2
217351	8726	473
217353	3144	552
217356	2908	34
77727	1078	0
20973	1524	1055
21877	1369	40
71562	2332	56
11799	3416	16
546519	1820	0
71776	1840	173
100503754	1850	9
12702	2732	5541
100861684	757	0
74451	2298	742
69926	14889	50
791367	3181	7
100503797	2158	0
19157	3273	395
72344	5609	655
21858	3622	2515
58251	1978	8
100861706	1278	0
19039	2168	323
76025	3025	567
56745	4519	91
100126224	1648	2
217364	3922	265
52897	4545	7
238011	1370	0
12416	3740	42
30951	1393	47
12418	5197	542
207592	6988	217
207607	4979	970
14387	3797	1246
192170	1463	439
170720	3958	4
27029	4324	150
268512	2692	92
100316690	90	0
672511	16939	1249
338371	5277	341
18164	5284	100
100503830	1705	0
74370	6932	336
319454	1290	75
208092	1561	76
100861714	784	0
108100	3610	1451
11302	5743	82
723844	98	0
100526518	87	0
12009	3578	233
78777	2779	160
208501	494	136
72055	5413	1002
100861721	752	1
76377	1334	3
100042332	1707	58
268515	10727	233
100503912	575	12
100503938	878	3
11465	1894	924
66838	619	48
238021	1718	8
71885	3175	231
217365	4685	667
208634	2064	0
18588	899	5
66431	810	66
67291	2760	271
70317	2023	110
15239	2908	735
56282	949	220
100861766	1104	20
27376	4000	1892
667716	844	0
14527	1929	33
192173	1205	575
68701	775	0
100504013	912	2
18453	2538	3368
192662	2732	2823
21681	1132	244
66156	3495	363
208990	549	5
68671	1835	539
209011	1715	437
17134	1639	369
100504040	1275	80
209027	2914	13
68515	2307	5
77583	2020	85
68938	1872	647
20892	636	368
217366	2464	1978
170758	1078	994
67880	918	3558
12409	1021	159884
111241	1599	120
19719	2118	455
209318	2071	224
68730	1909	279
100861787	1002	0
14104	9938	1483
71276	3390	209
80879	2577	230
104318	3749	1419
12516	1042	59
58210	2322	14
209588	1615	10
637008	1771	6
70956	2046	0
73679	1740	0
217369	1703	0
66179	1243	80
238023	2379	176
217370	2591	363
67608	4412	141
68837	5032	459
66840	2344	488
217371	1865	38
238024	2028	108
63828	4358	48
108903	3912	396
319530	3243	229
210004	2851	97
210029	2468	172
74675	3238	6
674842	3069	1
74173	1073	116
19325	3513	1129
16570	6849	84
100043040	3300	22
75302	8892	559
13528	2645	331
100503871	3331	22
13435	9852	598
100038522	1385	0
18976	1007	12
668212	6547	44
217378	4713	142
104111	4730	71
52504	4343	60
69709	4013	59
17977	7329	859
100041995	785	0
100042014	748	0
20403	6216	578
74855	2833	2
207921	2886	13
382562	1306	1
626534	1343	16
66055	1116	374
14226	980	15
238037	3180	27
432628	3125	60
217379	2511	314
320817	8102	414
208439	7048	36
72669	1258	2
672098	820	0
73575	339	0
238055	13909	47
68832	3082	375
238057	1399	0
58240	2958	168
724112	1216	4
11852	2228	2753
328059	2445	0
80913	6686	1477
208941	2647	3
20969	3057	2448
100862277	1032	1
319503	3869	7
17775	2130	5079
17182	3014	1
74682	4392	509
75516	1000	89
69420	476	0
23967	2011	71
70881	1855	1
105014	1472	148
238074	786	96
71457	736	0
238076	3059	44
56184	567	0
73304	744	0
209334	3283	7
67241	5603	383
26950	1936	46
74712	1935	0
209550	3175	0
628327	507	6
627110	704	3
76820	4850	340
70858	1341	1
18109	2596	14
104721	2469	823
71169	7240	407
105005	3380	409
791361	2842	0
73972	806	0
217410	4198	549
14245	5725	349
18217	1547	4
268527	8260	5
50496	2496	227
19878	8012	1626
217430	2305	180
73667	1798	835
382571	4789	7
71853	2125	2495
68775	1597	2121
217431	2986	119
100526470	83	0
100503365	328	0
18263	2547	806
53602	1561	463
668525	1485	55
245297	3232	2
668539	972	0
100043324	724	116
236366	2542	6
668558	2349	0
668413	581	0
546524	2616	0
544848	509	2
629055	830	0
100042706	1104	0
100042727	1824	1
668605	564	0
100861711	1290	1
668455	738	9
100503846	632	0
675713	573	0
69513	1727	11
382686	632	4
100503913	896	0
211914	5679	211
16413	1874	195
54451	2560	850
67732	926	257
11491	4410	577
22630	2110	721
100043407	885	16
628850	1263	0
434693	738	2
100043416	1176	0
69732	1407	0
100862386	525	1
668662	1886	0
100861601	1245	0
66808	2268	0
668714	971	1
21340	2019	133
195733	3530	444
194655	3982	658
12879	1838	27
20135	2180	24
100861907	474	0
67216	2802	19
77480	7402	1321
15902	1272	697
432641	1115	0
100502727	342	0
74930	550	0
108089	5163	660
58185	3785	65
22169	3189	246
100504347	1973	0
636791	2087	0
20666	8451	128
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	4
20115	961	253
19819	1457	124
104923	1676	759
217449	4259	377
380752	1692	119
100504402	1291	0
17933	7523	0
328075	3057	0
69675	6614	708
22018	3282	0
268534	2337	26
69566	1547	0
211986	2958	294
100294583	1507	0
11431	3221	199
24057	1736	190
104943	2670	187
629667	210	0
16777	5778	588
13382	2243	757
13487	2628	2
104836	4007	122
23985	3083	9
12033	2008	191
71916	1768	44
238123	2997	152
73010	4587	0
73389	4240	1046
19088	3358	337
100504461	1076	0
30955	6954	10
100504475	298	7
72123	4155	153
59027	4547	1079
100504486	2804	57
74076	1633	27
19027	4689	2291
68764	2953	1356
320046	1551	12
380753	4278	285
100504517	1831	1
75040	675	86
28071	2324	119
114712	886	0
22160	1630	2
100861990	2847	1
79221	4428	30
75456	1676	0
217463	6226	693
100169866	1859	3
751520	87	0
11622	5494	1414
71581	1058	1
403205	819	200
23795	760	324
66109	1923	1248
100862018	317	1
432649	1451	14
66912	1871	202
217473	2446	279
71156	1323	0
66042	1751	0
75847	2690	27
100628578	74	0
17286	2348	47
319660	2155	216
217480	5544	3
73867	919	0
14009	4223	72
11861	3807	652
20259	2999	27
380755	1213	22
15982	1816	4084
100316693	100	11
629820	401	1
246196	2454	182
238130	8072	263
93757	1177	22
16981	3185	252
27362	1865	870
100039062	3025	15
67452	4406	607
319504	7581	59
217517	4325	428
664883	7000	28
217536	1728	57
15228	3985	0
67293	854	0
620583	2931	0
69054	708	0
18760	3778	121
217558	6726	228
76983	2091	521
12810	2683	3
94186	4164	916
11782	1113	201
207304	8988	1734
544864	3627	27
320487	7761	392
328092	2564	90
14762	1388	0
76826	1193	60
11855	5197	537
73278	304	0
238161	10263	22
27386	5879	0
67335	282	0
112407	2676	11
665239	591	0
100038648	3622	0
104725	1363	545
100316682	80	0
66266	1043	254
72183	1879	697
12632	2940	715
217578	6179	162
72658	1187	65
665137	778	17
24067	4264	29
73385	3863	5
100039815	912	3
665155	3286	6
100101807	3863	9
100039830	912	0
100101806	2516	94
100503822	1075	46
59032	2395	140
66132	3117	169
26443	997	951
18035	1579	3372
79459	1575	3
56856	3102	0
56784	7904	872
52592	2566	189
100503961	1221	81
217588	1509	624
621837	231	193
104798	2288	2265
21869	2865	2606
97836	617	9
18094	1260	4
18511	2574	176
217593	2766	48
328099	4006	421
73490	1454	42
100504018	1480	45
100040044	1040	33
15375	3188	1804
70846	1475	58
100504027	1426	14
100503562	3217	410
20605	3869	1
66864	4539	1437
100504043	3093	13
20334	4108	220
66603	1106	79
78232	1255	401
18949	3469	1024
338320	1628	5
217615	3082	1026
70611	3446	229
100504078	1246	0
100504101	1089	0
238205	3726	0
73309	521	0
623046	3566	0
217648	1463	32
66689	2854	96
328108	6434	566
328110	4068	894
30795	945	231
104806	7775	106
217653	4017	13
70948	2228	0
238217	1023	0
320772	9834	10
100316870	12530	0
20090	390	87
69706	1501	0
66483	517	572
217664	2616	332
109065	2639	126
414085	2546	63
18974	1695	14
271005	1949	56
69554	1946	342
66244	3722	611
11845	3731	1344
76062	1037	173
207965	1027	66
20663	5612	413
217666	3338	157
68055	1485	151
71091	1689	59
751538	110	0
74724	1421	7
399510	4454	553
70934	1852	10
73991	2818	66
100040999	628	9
64010	2524	986
18080	10344	479
791312	2278	2
100504285	1080	47
110095	2821	615
414124	1296	1
94090	7430	4
72736	2320	322
100861697	1220	12
319710	4662	306
56444	4022	484
19167	1434	299
73204	1589	73
238247	5780	452
75266	596	8
30056	1117	82
76967	5763	142
59036	3761	40
67348	637	0
73815	767	2
208846	6004	571
238252	1374	4
67217	1705	20
104771	1976	185
73936	2630	0
104001	3710	21
78257	5247	72
67708	4420	289
66375	1304	530
19042	2789	477
100861726	1074	0
75801	1910	0
20476	3956	0
20471	2849	380
20474	5572	389
17420	2505	335
76357	1669	83
625098	2959	308
380765	689	0
238257	3282	829
73644	1039	12
18755	3301	394
666385	682	0
15251	4761	635
100504452	3947	3
277089	675	2
75627	2125	160
238266	2705	1
100504476	1161	0
74284	1046	5
386753	2995	4
238271	4061	0
80837	2358	271
217674	1614	0
26932	4810	560
72338	2981	14
665931	832	0
81535	3324	504
319565	21718	2747
100628610	83	0
13983	3362	10
80384	2246	0
108156	3324	770
238276	6685	336
109929	1777	75
268564	3987	151
100504512	984	2
15512	2683	661
210762	1453	349
100041694	893	2
100628604	79	1
263406	4955	639
100504549	540	57
20741	10394	26
211151	641	267
14776	1067	2110
104886	3126	931
110606	2560	176
17187	2005	493
53618	3982	651
626215	531	0
268566	3402	379
70897	1778	0
56217	5515	450
73834	1410	639
13665	3152	320
27260	1551	65
268567	3961	71
211945	6439	477
110417	2353	80
11847	1417	23
53612	1281	541
17252	1574	112
77974	1674	9
211978	9368	298
19363	2837	157
12192	2984	7448
69548	4845	206
109711	3739	1812
320808	5707	537
100217447	124	0
97827	3323	308
69522	508	0
108760	3920	25
13877	812	129
328133	5230	1169
68354	941	38
217682	3527	938
380768	4399	1
217684	5065	1098
67340	377	0
100504661	1142	7
20384	1653	3619
20493	2102	13
64075	3496	92
100526532	84	0
110893	5068	1
100042143	2865	0
214321	2496	24
11498	2330	9
66272	1997	240
100504690	622	0
24071	10398	460
56622	2911	0
69792	1004	161
100504704	757	1
69480	2042	403
338372	11896	326
54604	12139	933
217692	7701	657
50779	2626	29
791340	968	0
74283	1082	0
70127	1298	4
73828	2182	100
217695	3869	354
67039	4244	1528
19164	3023	443
170721	4375	131
18222	1962	362
71952	2346	100
171210	2200	134
26897	1559	501
171282	2325	2
171281	2594	0
217698	1518	1
217700	1822	24
105000	5765	509
70481	2359	112
238317	7373	631
100502697	3342	1
77219	3290	447
52708	5236	339
217705	3357	265
217707	1602	173
12499	4990	1888
72873	2190	350
66381	1379	154
104776	3346	938
100861863	582	0
217708	2144	145
12677	3180	0
19300	2527	123
432677	3608	0
627191	2499	1
67963	3262	11284
74316	868	290
16997	6603	682
100303738	3954	7
68497	5434	468
73736	716	158
56531	7034	504
100502763	1133	9
73422	2682	13
78920	2767	1012
238323	2534	11
18654	1569	13
217715	1573	464
217716	5428	208
66204	648	147
72350	4482	153
217718	5386	1147
100502783	668	0
68581	3526	720
14281	2093	31928
81703	1881	317
53314	904	31
217721	3435	60
58520	1185	261
320244	4841	217
21809	3385	240
100861892	920	0
76411	809	534
328136	3160	0
70373	3919	182
26380	4621	4
238328	6189	103
68737	3850	98
627607	1949	0
238330	4112	848
217732	4409	408
238331	792	0
217733	3335	1
64242	1616	27
217734	5059	207
14874	2108	1338
382620	7179	303
238333	2066	15
71275	1412	7
104799	2701	331
217737	1320	783
217738	1425	0
20773	3754	659
211064	1949	145
100526546	79	1
654309	1170	5
380773	419	172
66354	2257	785
666806	1872	0
193322	1812	0
100042776	998	0
100042786	689	0
100862206	930	17
100861908	435	0
100861898	530	0
544881	1851	0
100038992	222	0
100038982	4341	0
100039042	1766	0
100039052	1822	0
100039076	798	0
100039087	1899	0
100039100	435	0
100039162	435	0
100039129	435	0
667350	930	0
546543	222	0
100039315	1893	0
666862	435	1
435337	1842	0
633093	4204	1
266459	1641	0
100503047	438	0
72113	2287	151
71818	2283	3
18191	9782	1
13371	5815	13
75216	4807	207
71349	1023	0
22095	4874	2
83602	5806	381
108800	9896	433
666955	2624	1
20338	6300	1944
399558	7099	72
100862089	695	0
69423	613	0
14420	3704	315
14744	2035	6
72258	2533	0
104871	2025	133
24000	5738	415
75553	4184	669
319670	10136	194
76260	2308	361
67639	1176	1
71375	2611	121
100503855	3630	4
100503812	646	145
73457	645	1
78767	2069	32
104884	2058	89
217826	3112	11
19179	1502	789
217827	3708	233
100038378	1982	15
12313	4001	6793
100861669	753	0
100038713	4791	0
104718	3442	89
73086	4406	56
100040123	408	417
217830	3229	172
667148	701	3
238377	3505	9
68339	6292	1749
100038467	3405	10
100316805	121	0
68734	4594	791
319760	3100	29
74947	3665	0
271036	3716	2
74413	2584	220
23876	5829	281
109181	6448	256
100504056	2370	6
110616	5404	324
100040297	1174	494
51786	5315	282
238384	2092	61
217835	4007	255
19141	1874	526
27277	2902	574
12652	1882	5
217837	2856	377
100504113	601	2
100316812	93	0
100859931	3835	0
64113	3728	0
320351	1205	111
100233175	1162	37
66622	3247	264
238386	4306	302
75483	476	0
217843	8870	25
170952	905	1
100504156	1406	3
65256	2690	24
68149	3715	82
27225	3157	643
52668	1053	527
76933	463	45
217845	1093	1
74521	3683	69
217847	1570	3
12401	1462	5
194604	1346	0
68348	3158	0
20701	1425	0
20703	1442	0
20700	1939	0
20702	1424	0
20704	1374	0
380780	1489	0
71907	1694	28
68054	3690	2
321018	1353	0
268591	2162	0
74069	1864	0
271047	2070	0
16625	1690	15
238393	2290	32
20715	1949	72
546546	2051	9
628900	2193	3
238395	1999	0
20714	1652	1
100504264	762	0
20717	1659	15
20716	2085	242
14836	1174	0
791311	3002	0
192119	9851	770
100504301	717	14
94040	11962	499
212073	5532	91
69434	529	19
100306943	275	1
100526471	65	0
