GeneID	Length	EpCAM-P-5
21756	1301	0
211383	4356	0
241051	2676	0
226970	2714	91
214469	5080	2588
226971	5469	2132
50785	3719	557
320011	9029	948
214854	2583	80
214855	5699	364
226976	4663	874
214895	2225	358
94220	4582	67
94218	5283	478
78321	1954	93
109346	1786	125
20353	3805	398
381337	2577	310
12859	569	231
226977	2077	1246
71166	1127	0
22637	2180	7
56030	6548	856
70853	4422	18
12790	3498	0
269180	6817	658
76178	3862	716
67387	1412	494
269181	7054	129
77633	2755	3
100861893	736	0
72097	4361	469
100503734	2218	1
211484	3400	37
623661	1555	20
69028	1229	118
107734	691	368
332427	2564	0
69541	798	0
98258	4596	420
226982	7797	998
56210	4262	192
16764	6010	50
381338	5077	1
98388	3120	2
100503760	2386	0
433292	1001	0
68833	1706	500
18143	4180	326
114641	1254	39
54610	4440	992
52846	3170	219
100217461	94	9
67702	2434	862
263764	5799	0
619289	2000	0
100042065	359	0
73426	531	0
26921	5974	1190
100047133	858	0
16178	1343	9
16177	5035	875
107527	1950	16
17082	6967	2
16182	4781	2144
16174	2487	41
110895	3822	5
226999	3493	2
211798	3152	41
381339	1096	0
74897	573	0
66297	546	0
18993	3065	1
73100	2841	0
69527	1419	615
93690	3860	0
73122	5538	1054
98404	3457	374
14200	1563	13
666642	647	0
17974	2775	236
100861934	1421	3
78896	888	5
67883	1263	140
100503192	585	81
22019	4649	563
433294	1086	1
75623	1265	88
72050	2324	161
246229	3571	143
22592	4010	271
100861960	766	0
403183	3181	1
70676	2976	68
75066	906	0
12825	5564	3573
12832	6615	506
73674	2612	202
433297	641	281
53945	3380	39
100042453	717	0
212225	3483	0
227058	12318	22
100101919	12384	9
227059	4961	228
442837	542	0
56363	3339	16
442821	2552	0
20324	3055	856
109019	2838	275
100045066	3051	12
17912	5042	1355
20849	2981	2
100042634	432	3
20846	5356	480
14660	7488	897
17936	5088	821
227094	3394	294
98682	5591	996
16329	1776	95
227095	1704	274
67080	834	9
17700	2682	0
69397	627	0
227099	3032	37
227102	1846	252
72085	2283	137
70396	2362	334
627872	12272	6
98267	3278	251
329152	11336	88
78016	3807	6
98488	3005	141
241062	10579	159
329154	6140	289
81898	6192	3571
67876	1733	564
15510	2332	876
15528	768	381
19070	2826	499
74013	3677	146
212679	2882	54
75388	1258	0
227120	6555	18
626009	1369	127
329159	1906	0
71066	1408	0
212712	5286	14
329160	3728	4
407809	3304	0
75323	2052	1
73467	3008	52
68736	1442	108
68115	1325	141
67198	4045	56
51960	2733	131
68549	5416	25
11761	4382	891
71724	4360	6249
71872	4973	8
213043	4776	0
66882	2833	1378
12747	3088	3655
70225	1630	140
65102	2105	115
18393	3371	226
100504455	2126	1
213056	8695	1034
66495	532	494
100504501	936	41
108812	1579	1
12633	7814	1191
12370	2777	335
70827	6240	575
227154	2318	159
73463	2131	0
381259	1972	121
227157	3087	4
74018	7038	267
271697	1477	0
14369	4809	1036
381260	3595	22
22218	1215	344
55989	1976	464
100217459	53	0
100217421	63	3
12168	3507	424
100504533	314	168
72750	5532	858
70375	3650	9
57750	3376	62
241066	2604	51
100504573	431	7
269198	12108	662
77951	1501	152
329165	5974	180
77300	9117	761
100043027	207	2
100042533	791	1
12487	4317	3
100504618	845	0
12477	1931	0
54167	3254	4
77341	892	0
72823	8392	186
18187	8122	232
74992	895	2
227195	13529	836
100380944	1802	32
100504668	1301	13
227197	2927	688
55949	1933	3205
100217464	113	29
241070	1606	1
73884	12621	32
23792	6879	24
241073	2427	1
76668	1711	8
75619	3205	120
74426	1756	3
433315	1432	1
93691	1344	39
12912	8421	764
67099	2666	136
69941	713	2
227210	2927	103
14367	6914	983
241075	8562	160
70861	1353	0
667276	1020	0
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	0
15926	2438	1062
18711	11255	422
213527	2414	0
12969	622	0
17756	5520	57
100038569	1663	0
329178	13533	3
66646	2630	400
68691	4760	393
11363	1892	1397
100862127	515	1
17901	1111	0
14768	4461	566
227231	4704	0
13869	4257	1
100502712	2069	0
22779	9424	86
66722	2270	9
320460	4655	0
12021	5448	17
74591	8323	0
108147	2611	287
14268	8312	2485
100042814	1193	0
667931	1019	0
71134	1093	0
433319	483	1
381269	2493	3
111175	1186	64
271711	2815	0
22596	2556	406
381270	4187	8
54380	6715	443
319695	4573	0
19981	588	519
16008	1330	96
16011	5854	377
21958	427	0
69449	571	0
723792	1560	0
78718	551	0
109198	1801	0
21961	9966	6210
435626	2336	5
100862357	817	0
12765	3043	1
227288	1125	0
100316687	67	0
76709	1597	2346
227289	990	1
227290	1820	1793
56695	3501	275
69660	2309	1590
241112	2101	36
18173	2304	13
227292	2776	1438
387219	85	1
22349	3117	8
319651	7196	271
58184	3266	342
18802	3121	52
77264	7472	240
66821	1829	83
57751	1475	302
269209	5235	99
67534	4253	221
104086	1890	91
241113	2832	9
22420	2068	1
22409	1962	3
12570	2704	1
260298	1479	0
12958	702	0
723900	64	0
241116	5718	125
16147	2444	3
75570	860	57
22626	2059	32
69171	2738	1018
227298	2557	1564
68818	1299	356
74104	2934	155
245860	3764	557
52231	2764	288
74577	3451	130
20872	2885	517
22145	2053	1490
381272	767	5
56812	3203	1019
19275	3535	26
19711	710	16
13437	1946	696
13346	2150	162
100503248	676	0
11790	11933	79
69080	1528	385
100862164	449	0
241118	2650	0
74241	3235	710
319998	2185	132
98733	5770	81
16322	1463	14
71728	4458	292
20536	4441	317
100862333	771	0
620079	2188	0
13838	6328	125
18505	3868	0
100039210	1208	0
433323	3998	2407
23874	2132	313
68393	1206	2
74205	3950	276
195434	3981	75
57814	2463	77
20254	2485	3
100862182	832	0
252903	2876	35
69368	4714	593
100038695	1791	0
69163	1424	178
100862198	480	0
20720	2055	881
241128	2862	9
26554	2764	1156
72208	394	0
210293	7303	55
241134	4919	0
16367	9163	708
100503073	3039	8
76867	3757	386
100503095	2833	0
12829	7808	592
12828	8609	929
75734	1866	897
66261	1503	2
100044526	654	0
15463	3137	572
80721	2974	198
71386	992	0
20297	802	5
71227	1670	8
77629	6512	1
98496	2667	150
227325	3632	3
100628595	77	0
14897	9632	2031
66153	900	59
71781	2349	1
100503433	891	0
381287	1760	1
621875	1334	0
100040135	1348	0
665378	1621	0
620078	1971	1
100040213	891	0
100039794	1073	1
665338	891	0
109032	1971	54
434484	2417	72
100503502	852	0
100503045	659	0
20684	2158	105
319997	1936	28
12283	3800	2002
64294	2024	3058
71141	1148	2
227326	2550	0
70060	1602	0
72792	3331	27
70247	3256	1128
15559	2072	4
78795	5258	83
100861644	653	0
227327	2595	1
383538	483	0
17975	8257	3007
100303740	116	14
80828	68	0
319336	1266	6
14767	1218	1
71863	1721	0
19231	1192	1520
18582	1092	236
26895	2231	325
18159	1042	4
208718	3171	214
11650	2113	0
76768	2337	0
11648	1680	0
13599	2698	0
69453	1999	0
11447	2910	0
11449	1921	0
26987	4928	450
98363	1805	6
227331	5743	650
100040591	1349	522
73234	462	1
53972	3384	333
319977	1676	7
620454	1602	1
23956	2018	41
16331	4938	43
77040	3180	416
100217415	248	8
20215	1718	2
100503175	947	0
227333	5694	1538
227334	5316	483
394430	3242	0
394434	3216	0
394432	3294	5
394435	2293	4
94284	3302	266
394433	3208	1
22236	3206	0
15504	1017	20
394436	3229	1
100040766	7526	2
381280	8439	80
78605	3662	0
171382	3844	0
75396	870	0
14659	1957	2
100503197	2622	3
320982	3967	789
78650	476	0
73475	603	0
98402	3673	328
77331	591	0
347722	9581	346
74403	3611	1
14472	2126	0
208372	1404	0
74918	3210	29
12778	2579	42
108679	1843	514
433332	1207	0
12835	10841	876
171531	4484	1060
623503	261	4
19329	1950	18
16978	5743	2852
329207	3851	2
51801	3022	1309
67921	1363	251
665783	892	68
50880	2207	242
227357	5442	2
100503326	684	0
70788	3020	4
227358	2815	7
67444	1368	670
67086	547	1
55927	1335	459
18627	5837	332
74019	3500	182
65247	6072	382
13345	1312	1
208727	3960	107
67273	1220	663
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	298
260301	704	0
14733	3552	188
100504295	543	0
387167	66	0
241158	3243	7
67446	1491	158
108657	3039	1511
100037260	1689	0
23830	2877	219
64095	4396	20
208760	1088	0
16560	8257	17
11611	1517	0
71874	2362	300
381284	7348	19
208777	4474	143
69821	3315	307
269224	5119	30
66385	3653	364
404545	3217	7
110611	6238	4231
18000	3335	2056
227377	3912	70
59041	3254	1634
51800	1432	37
67026	2160	243
66615	2964	611
21915	1310	329
66262	4539	430
98314	3058	184
381334	2846	1
100041596	1185	0
666009	570	5
619597	4059	0
241159	4511	0
18566	1930	1
74689	1565	0
67698	2107	436
20452	5677	45
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	1280
329217	3849	296
67854	2475	0
74441	2433	0
634331	2091	0
634346	2300	0
52392	2738	118
227399	5565	273
252876	2041	109
18484	4103	1175
78603	1178	0
69030	1687	0
70866	2328	0
100504494	800	4
241175	5120	0
100504525	886	0
23836	3722	1
320311	8529	4
100504568	1284	0
27392	6777	957
227446	5406	958
100042023	231	21
21934	5022	142
635504	465	7
227449	6661	444
626049	545	0
98432	6104	280
12043	7749	96
320761	1243	0
70750	5582	667
20479	3272	855
20724	2565	1
71869	1735	1
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	0
116872	1887	0
18788	2047	2
241197	3490	0
20725	3289	172
241201	3353	0
227485	3054	0
319901	5763	195
636808	3915	0
634762	729	0
22099	3040	864
67949	1894	170
76707	7899	457
68204	597	11
81879	9270	4168
14633	6708	18
16324	4255	204
100502628	748	0
64143	2277	275
226351	2830	112
226352	7746	838
19258	4707	100
66343	3301	37
226356	2511	12
319229	1924	0
170706	1017	251
13167	745	1787
73103	1089	18
68428	3177	116
226359	2000	23
17167	1985	6
13798	2554	0
98452	1580	0
72999	2524	702
70829	7256	296
15564	2019	0
66942	2249	86
100502702	453	1
269109	4630	0
74117	2746	1847
74150	2597	667
71111	2690	20
72585	2047	0
210356	7593	1288
107895	3104	72
667090	484	25
72160	2517	1577
266645	2303	1
100502745	464	4
72949	3514	1097
22625	3936	9
226407	4251	815
226409	4154	41
226412	4812	420
387147	70	0
67812	4093	1301
226413	6166	7
17219	2901	374
226414	2509	521
12767	1814	77
210417	6253	1
100042740	613	8
13137	1324	4
13136	2527	805
22789	2034	0
12269	1883	3
12270	754	24
18640	9621	4048
226418	3843	177
212439	2909	1316
64435	1911	36
100502856	1065	9
18703	3849	124
69169	1491	4
93672	1116	1
58181	824	0
329244	1023	1
16153	1306	3
17164	2567	2866
226419	2072	78
16865	2290	607
54354	3405	44
56489	3203	28
14270	8040	552
108900	2105	21
26361	4148	0
13034	2120	0
226421	2523	36
320718	3640	4039
212933	3540	294
98396	4660	1094
226422	1189	112
98415	6096	1055
212980	3426	60
13714	3671	202
213006	4853	81
18557	3046	322
723818	97	0
213409	958	0
213417	4269	33
74137	3132	250
68875	3410	194
213452	6385	498
213464	3632	446
74626	1742	53
21367	9535	0
269116	10379	1
100038653	1879	0
16980	3346	1
17248	3490	725
240752	7929	618
108954	5588	1066
240753	7457	435
100502933	3112	12
68338	1842	15
280287	496	3
19701	1423	0
214253	2279	4
20668	3531	384
20643	492	215
70579	4395	2500
667118	5007	701
240754	2371	2
381290	8292	116
269120	2074	2
116847	3602	1757
100502984	884	0
14264	2859	35
100502999	532	13
12227	3083	5889
667414	432	1
71884	1711	4
12654	1689	60583
53311	1829	16
11539	5786	160
17928	1480	0
68507	6067	9
57439	3169	820
240755	1770	0
72017	1626	481
72674	2024	1793
100861791	590	0
240756	3196	271
98710	1960	269
100503055	641	2
71001	1457	0
75605	6300	523
20980	3386	6
329251	6185	85
67196	1079	11
329252	3623	8
13924	6089	0
100038590	915	0
320139	3264	1
68724	1702	480
171469	2253	1
13710	2000	1154
215615	2301	1193
21854	917	249
93689	3942	61
77552	1190	115
226432	6236	615
215690	12767	187
13007	1770	6327
27280	1467	127
21952	1114	0
16763	2992	71
21956	1194	5
18772	4486	3
226438	8996	0
66241	1750	631
12292	6260	40
329253	508	1
16565	9119	258
76422	2922	2
67313	3013	84
100042513	584	0
383563	1960	0
67886	7823	996
320054	2097	11
67997	2228	106
381293	8770	13
71084	1846	0
226442	5275	518
100503460	489	4
100503474	1199	24
667686	385	0
26424	3857	2
320138	3023	1
735252	87	0
723890	80	0
19264	5664	75
338375	1887	22
59125	3366	726
545363	1930	0
16876	5750	0
69549	571	36
75546	410	0
329260	8314	308
170788	4702	2
71209	1111	0
226470	8362	333
12316	9866	35
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	1
545366	1602	2
12628	4365	1274
240776	3957	0
75910	551	0
226472	591	0
214498	2678	310
26878	4578	3
69367	3730	226
20822	8721	905
56207	1851	146
19735	3009	196
100861894	494	0
246709	1497	1
50778	1330	14
624910	459	0
64214	1859	1
215378	3172	0
100043240	3910	0
791353	1179	0
100503781	490	0
18783	2846	122
320019	1098	3
19225	4150	2158
100043257	532	343
100043261	345	11
20028	1247	0
75584	610	0
226499	3242	535
108989	7550	1464
96875	4278	11
545370	18316	385
402734	2640	0
73176	1674	0
117198	5037	1678
66875	3668	1072
98685	2665	269
19821	3028	377
100503012	373	89
63913	3939	698
66967	6604	933
69399	9754	203
66637	1133	80
269132	4056	38
19731	3887	175
100861876	505	1
71281	1566	1
67771	1897	1213
100503084	519	1
17970	2596	22
226517	6069	691
226518	4523	7
16782	5164	2230
226519	7622	1787
626058	2827	1
71836	2045	1
13211	4613	1576
74091	1403	1
67792	5804	0
329271	3337	0
19734	2335	182
24014	4758	53
240816	3640	2
240817	1654	0
433365	2527	0
240819	1415	0
14645	2782	2238
100861882	573	0
207678	1877	0
78112	613	0
12290	12697	1
15939	3270	2275
15064	2509	126
58244	2459	611
207792	4611	34
100503411	2791	0
19775	7651	410
433367	1751	1
72482	1942	264
16872	1853	0
100861926	688	0
104009	3361	455
74081	13307	718
208263	4439	917
240832	8112	1597
329274	3687	0
214575	3443	83
170484	3108	18
77352	3297	54
20652	4785	4194
11352	10714	572
30935	3268	444
100503836	636	0
215015	4238	927
78255	7133	59
72713	2190	0
73435	898	0
226525	10046	141
69953	1194	40
226527	1289	131
89867	4651	64
100504090	420	1
240843	4101	0
11899	7224	0
735253	109	0
23850	8585	7
72025	2475	0
26374	5056	201
100217414	118	6
21960	5395	1
67647	5391	436
75255	887	5
329278	5812	17
64659	1970	288
12301	2115	413
29809	9489	1314
100316784	109	0
620246	1086	1
620750	465	3
381305	11011	801
11905	2162	7
240869	3883	79
14455	2554	1956
100628588	91	0
100217446	65	33
226539	3581	112
70454	4327	31
226541	4037	192
73844	3723	12
100502590	954	0
11758	2334	4884
22164	1609	0
240873	2064	0
14103	1935	2
226551	6308	832
75368	1164	0
67292	3301	209
103967	7523	36
72753	919	1
474332	7928	4
723821	110	0
387210	110	0
71449	2791	104
53330	2532	204
17926	2080	7
100038657	741	0
226562	10444	2246
226564	1787	27
14261	2326	524
55990	3336	1903
226565	1870	2
14262	2010	35
78258	2956	0
18933	7448	49
98376	2509	98
240879	1053	6
16579	3907	272
240880	4069	333
381306	2912	13
69962	1457	32
20339	2912	27
20343	2321	12
20344	3438	19
100503816	1241	0
14067	7406	9
116914	3546	115
74895	1896	185
66352	4035	259
171567	3011	403
11931	2422	13338
56429	1636	834
433374	1588	1
16963	502	0
69476	357	0
75857	998	0
83993	2662	1
108735	5526	1909
226591	4395	448
240888	1943	5
74106	3306	798
70456	854	650
271639	5209	0
68481	2356	323
100503268	612	0
226594	2670	100
100503283	1514	0
433375	2125	2473
12503	4604	10
18986	13123	228
240892	4025	0
59290	2293	0
98558	1546	1
100039795	8260	22
100503318	2514	6
27878	2145	224
71592	7372	450
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	1
226610	4986	13
80914	1338	88
68944	4474	526
100862084	376	0
56752	2833	1040
66447	635	188
240899	1137	0
100503977	287	0
20183	2363	0
110648	3338	0
18514	9027	1689
66977	2405	13
19737	1809	4
100862094	1412	1
19736	2941	11
78465	1440	8
15490	4574	346
67303	1135	12
18214	8290	397
107652	2283	881
16589	2024	166
545378	399	0
622708	1691	0
26904	1433	3
665574	3833	254
76925	713	4
70729	3684	55
320078	3095	46
226641	7463	1066
80915	1374	148
435653	1284	0
98752	1727	1
14130	1547	14
246256	1250	4
14131	1353	12
75472	1034	74
66052	1179	1256
17528	1993	108
66425	1575	67
12355	1414	0
641376	2920	328
11807	521	3
14127	658	31
226646	1606	1640
240913	3673	43
57370	1998	841
19044	1821	431
30941	2185	404
66155	964	431
100862110	308	0
100504072	1662	2
21945	2733	428
27045	1374	559
18637	622	409
68874	1555	105
71740	3504	712
226652	4488	21
22278	1822	408
226654	551	14
16456	2482	2366
56009	1273	40
16429	1140	0
18106	3758	8
17085	2449	3
75345	3977	0
12506	1142	8
100041098	195	140
27218	2688	0
12523	6253	12
100038548	2574	0
100862186	671	0
30925	2443	0
93840	2260	35
18071	2487	2
59287	2855	1128
12847	4629	2466
100504176	730	0
19298	3131	875
98193	3743	1718
18611	2477	766
12372	1874	5
27222	3485	1
98660	6227	497
140559	2234	405
16524	3270	0
16513	5407	3
67556	7569	356
100862199	620	0
98365	1145	6
93842	4249	35
21346	1382	3501
71870	1822	39
71319	941	15
240916	1879	5
74748	2040	2
677296	1914	0
68440	1417	89
100040320	811	6
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	1
94332	4159	3
383619	2541	1
240921	2951	4
545384	1294	0
623121	2680	7
236312	3497	7
100033459	2987	33
100504251	716	0
226691	3484	8
15951	2296	6
100504287	1468	7
666028	634	0
100040462	1908	61
381308	1651	1
15950	3793	61
26388	1796	1
226695	1613	4
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	1
23893	3745	144
24012	2487	4
14194	1632	823
98256	2498	0
13603	1721	16
12663	6117	132
75820	3817	0
26909	5506	3
319455	3894	1
545389	6930	167
723921	99	0
76816	2619	198
15365	1510	9
23797	4735	132
30928	5106	359
75589	698	0
69428	749	1
11566	2553	860
631584	2790	0
545391	1663	26
78825	4214	348
791357	1199	6
75164	651	0
666295	875	446
320110	427	3
66359	448	401
51810	3670	3219
68226	2539	74
269152	7406	13
69726	3769	112
15278	2448	96
226744	4545	1109
109232	1922	250
226747	8831	811
100503705	1428	0
226751	8656	2224
67426	4076	195
19165	2084	338
277333	3581	30
320404	5101	581
381310	6557	5
11545	3827	541
72568	3377	52
27217	2294	0
170760	3471	711
100504581	591	0
15078	1076	239
208768	3189	447
100504598	177	0
320202	2462	0
100862334	599	0
69051	1599	198
13590	1604	17
208795	3239	1071
13849	1665	1027
619326	1898	0
67459	3060	238
98417	3268	304
226757	7047	1650
329307	2505	5
72978	2727	0
403180	1819	9
240960	13996	4
98386	3552	894
433384	1343	4
13800	4288	64
27058	1388	394
625823	921	0
13244	2005	2878
67330	686	1
67948	4913	400
209456	4370	968
12334	3185	1309
170725	3705	3
433386	2055	0
96935	2035	221
53791	3199	61
68897	5030	118
71678	3456	464
108909	3293	197
338366	6678	863
21339	2386	128
78772	2736	2
73363	967	5
63953	2712	112
73590	778	0
74971	1722	0
15284	2149	40
66112	2161	0
67247	1883	965
100316821	82	0
226777	2853	718
226778	4565	19
98732	6988	597
100217449	113	0
381314	3540	937
387189	67	0
387211	112	2
23827	2182	478
107508	4850	942
319562	3406	0
100039138	2761	0
226781	5836	2
114668	709	0
226791	1577	85
21808	4725	36
67223	1213	76
110957	3212	0
74717	1645	8
69308	823	0
67769	4565	294
100862400	1119	31
26381	5580	6
320272	2212	0
22283	15891	0
226823	3703	589
16526	3959	288
100042424	516	188
100039307	642	3
108000	11130	48
19250	10746	272
226830	1605	145
19130	4139	2
100504619	832	0
320119	3995	282
52477	3349	601
226841	4190	2
226844	4087	544
100125339	1649	6
75558	428	1
68972	1258	88
381318	2973	7
381319	712	1
619288	2234	113
11910	1977	7312
100504360	568	39
100861628	406	0
66208	658	202
66950	4204	122
226849	3082	882
100504379	2421	2
76843	4202	16
77065	3252	224
226856	7246	675
18005	3197	48
98736	4362	1
22782	5230	182
74023	3720	6
22033	2102	28
100628582	81	0
100042625	720	649
214742	1597	166
100038712	2612	33
16510	7143	16
226861	2835	17
320952	2041	0
73455	404	0
214791	3401	81
100503471	624	13
329324	1731	0
215193	5548	115
54139	4125	546
319266	3834	61
215243	2121	2
15483	1446	591
14373	843	0
100503531	873	0
16780	4055	3932
215303	2453	11
387201	68	0
74942	578	0
18845	11036	1164
100628615	64	0
12490	2621	310
320400	2491	0
320977	5195	69
723963	81	0
387224	88	0
17221	1213	17
12946	1662	457
12902	6207	5
215728	2801	1
619314	1938	0
670558	2817	43
76142	2524	6172
70337	1540	59
213783	7415	64
270685	4332	11
83397	6247	362
381990	3227	205
66084	1849	68
73419	2290	159
100504234	2151	7
13982	4319	4
64009	18115	279
68632	2777	90
22353	1527	0
67141	1807	110
108853	2621	140
56533	8191	1
100041224	522	0
18390	2639	0
320495	8240	6
215748	3448	269
77777	1819	8
237253	3403	58
18537	1917	463
320642	1253	16
69912	1290	48
407824	2188	32
16798	7215	896
23924	1775	333
215751	1557	669
100503695	916	4
67418	2896	331
237256	4093	18
100628581	94	0
68652	4278	1222
338362	4284	30
70097	7183	817
791352	3151	0
320825	2495	11
620417	2980	1
78808	9074	394
215772	5218	19
67844	2054	22
382450	3785	0
14816	6990	0
78056	444	0
268281	9293	398
71865	5114	302
13853	1079	20
22288	12382	2017
320273	1182	28
74732	2396	42
66125	734	394
22634	5260	484
100862331	414	0
75122	1053	0
353258	1769	255
215789	8913	840
66848	3954	1259
56535	2405	522
66757	1453	29
66253	1054	410
15273	9768	604
100504211	3928	2
215798	6505	177
100039571	514	21
66201	1325	267
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	1
17684	1969	2368
378431	4457	8
380629	3667	524
73112	810	318
19707	2618	359
100045792	2900	8
215814	1166	65
215819	7638	128
56016	1910	5
215821	8216	411
237300	2355	0
73968	2928	2
64058	1901	452
21929	4595	715
100504265	6220	1
94222	2066	0
15979	2099	825
237310	2468	6
237313	2088	0
76157	2629	5
18634	1894	493
26408	5393	862
17761	3895	793
73811	629	0
621697	592	103
72567	5454	1676
71804	2307	5
29863	4127	1026
52906	5094	136
100038717	3304	0
100504283	1667	0
17863	3777	29
56422	4893	447
73990	1016	1
237320	2243	0
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	828
114671	1771	0
319887	2292	33
379043	1274	54
667281	952	0
606736	4515	1
56554	1271	2
100038752	4548	0
353169	3762	17
237336	2875	225
100504411	1274	0
100038582	2198	6
21412	1239	164
14051	4099	0
20042	518	289
100529074	105	60
100529075	68	56
76306	2837	369
26464	1811	177
22361	2416	429
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	617
100862153	747	0
59012	3083	1
14219	2403	456
18605	3224	8
209558	2815	5
70208	4946	411
11846	1477	110
432442	3123	958
13822	4464	464
100504474	674	1
73803	865	0
215866	1543	0
77220	4115	3
100040851	1193	0
268288	3554	2
237339	3411	118
667572	1206	0
73910	3616	355
16773	9713	471
100040961	485	0
19272	6177	1204
210757	3981	1
100504516	4347	0
114676	1545	2
67719	1319	0
67412	3948	1
212448	5644	10
52665	3180	43
68031	4404	483
72780	2397	3
100504540	2648	0
66311	1512	7
73681	2359	120
100504586	3440	496
66847	696	160
211329	5338	629
15214	2532	6
69692	718	91
21987	1267	26
100041294	710	138
268291	2860	104
432450	3745	0
76757	4514	1
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	42
72580	2364	174
414093	7840	7
66521	1082	85
692132	1185	0
270711	3714	0
103511	1786	48
215900	1082	1
212898	4225	108
22110	2696	733
72480	3900	742
319638	2716	285
12813	3130	0
14302	4805	264
100041585	3201	37
319415	3098	1
15182	2004	941
17118	4186	312
215919	1054	0
16775	6046	373
66337	730	9
71924	2929	9
327743	1418	0
14360	3692	258
100504626	1313	1
103213	2867	235
327744	1664	67
19714	10666	477
100504659	947	0
213332	781	15
75299	2400	3
72045	2285	2
100041085	1782	18
215928	5981	7
215929	2679	9
72472	6556	71
67239	1890	49
67371	1020	150
19850	104	5
11702	3206	325
78334	5807	612
70840	2243	0
70503	3000	137
327747	1529	32
71713	3366	321
83767	2550	6
100504721	508	4
140741	1092	0
103199	3263	631
633979	5640	45
268294	2831	192
171580	3563	129
20598	1602	416
73075	1070	55
53599	2830	2855
75973	2749	34
70538	617	0
629461	2137	12
100628609	55	0
103268	2392	66
140742	3339	308
213402	4865	12
624784	2896	5
56484	2889	577
215951	2513	156
666540	1120	2
54198	1377	1011
21907	3233	0
14628	3009	431
140740	6032	2195
268297	4745	6
109205	4980	6
74530	1859	0
71365	2031	52
331623	6049	142
67851	898	97
100862325	514	0
12484	1816	789
414125	1833	0
69443	1060	0
76563	1970	34
170728	2981	83
11630	7416	51
70365	1522	0
11793	2352	391
100316688	93	2
12142	5143	170
19072	2719	791
78977	1851	8
23828	1607	1
380669	5403	0
209462	3785	220
320363	1892	0
